,name,price,couple-friendly,location,description
87,Riviera Hermitage Pool View Villa,"₹ 8,758",NO,Arpora | 2.6 km from Baga Beach,Location of the Villa is Arpora View On Map (Riviera Hermitage Arpora Double Tree By Hilton Compound  Goa). Top Facilities of this Villa are Caretaker & Power Backup & Housekeeping.
88,Villa Samaara3 spacious villa 500mts from Candolim,"₹ 8,162",YES,Calangute | 7-8 minutes walk from Candolim Beach,"This 5 Star Villa in Goa is located in Calangute. Full Address of property is Villa 7, CRESCENT VILLAS, CANDOLIM MAIN ROAD, NEAR CAFE COFFEE DAY CANDOLIM, NORTH GOA 403515 View On Map Key amenities of this property are Living Room & Housekeeping & Balcony/Terrace. "
89,The House of Legends - 3BHK | Private Pool Villa,"₹ 17,945",YES,Calangute,"Location of the Villa is Calangute View On Map (House No 1/35 - D, Grand Morrod, Saligao, Calangute). It’s a 5 Star Villa with overall Rating 4.9 Out of 5 where  5.0/5 for Check-in Experience &  5.0/5 for Host &  5.0/5 for Food arrangement . Top Facilities of this Villa are Kitchenette & Caretaker & Living Room. "
90,Seclude Falling Cashews | 1 BHK Villa,"₹ 6,336",YES,North Goa,"This 5 Star Villa in Goa is located in North Goa. Full Address of property is House-656, Bantona, Village Chorao, South Goa, Goa, 403102 View On Map This Villa have 4.0 Out of 5 Rating where  4.6/5 for Kitchen &  4.3/5 for Food &  4.3/5 for Location . Key amenities of this property are Kitchenette & Caretaker & Living Room. "
91,Church Hill Villa 4-5 BHK Villa with private pool,"₹ 16,996",NO,North Goa,"Location of the Villa is North Goa View On Map (Church Hill Villa 4, Near St. Diogo Church, Guirim, North Goa.). Top Facilities of this Villa are Power Backup & Restaurant & Housekeeping. "
92,Casa Britona 3 BHK,"₹ 33,425",NO,Povorim,"Full Address of property is Casa Britona H. No. 217, Near, Charmanos Badem, Britona, Alto Porvorim, Donwaddo, Salvador Do Mundo, Bardez, Goa 403101 View On Map Key amenities of this property are Air Conditioning. "
93,White House | 4Bhk | Private Pool | Calangute,"₹ 15,525",NO,Calangute | 7-8 minutes walk from Calangute Beach,"Location of the Villa is Calangute View On Map (White House  Villa No . 1/ 130 Next to Villa Calangute Calangute  North goa, 403516). Top Facilities of this Villa are Air Conditioning & Room Service. "
94,"Richmonde Ananta Elite, Goa","₹ 4,314",YES,Nagoa,"Full Address of property is 285/16 ,Grand Morod ,Saligao Bardez , Near Nagoa Junction , behind i95 Restaurant, Goa 

 View On Map Key amenities of this property are Living Room & Power Backup & Housekeeping. "
95,La Goa Villa - 4  BHK | Baga,"₹ 9,931",YES,Baga,"Location of the Villa is Baga View On Map (Villa A-3, Heritage Exotica, Baga). Top Facilities of this Villa are Caretaker & Living Room & Power Backup. "
96,Casa Mogra by Staymaster,"₹ 19,466",NO,North Goa,"Full Address of property is Casa Mogra by Staymaster, Villa A1 485/4, Bouta Vaddo, Assagao, Bardez View On Map Key amenities of this property are Power Backup & Air Conditioning. "
97,DARRYL RIBEIROS 5 BHK VILLA,"₹ 7,988",YES,Panjim,"Location of the Villa is Panjim View On Map (A Trinity Row Villa ,  New Nomoxint , Near Tel Exchange  ,Behind 8th storeyed bldg 'ANANTARA '  ,Caranzalem   , Panjim Goa 403002). Top Facilities of this Villa are Housekeeping & Free Public Parking. "
98,Heritage Exotica Villa - 4BHK | Baga,"₹ 12,384",YES,Baga,"This 4 Star Villa in Goa is located in Baga. Full Address of property is A-1 Villa, Heritage Exotica Princes, Aprora, Baga, Goa.
Landmark: Mello Rosa Resort View On Map This Villa have 4.4 Out of 5 Rating where  5.0/5 for Check-in Experience &  5.0/5 for Food arrangement &  5.0/5 for Cleanliness . Key amenities of this property are Caretaker & Living Room & Tours and Treks. "
99,DavidVillaGoa,"₹ 16,670",YES,North Goa,Location of the Villa is North Goa View On Map (House no 489 pilerne madani). Top Facilities of this Villa are Living Room & Free Wi-Fi & Balcony/Terrace.
100,SaffronStays  De La Mer,"₹ 30,040",YES,Nerul,"Full Address of property is Villa F3, 3 Kings Resort, Reis Margos, Nerul, Goa View On Map This Villa have 3.3 Out of 5 Rating where  5.0/5 for Kitchen &  5.0/5 for Wifi &  5.0/5 for Food . Key amenities of this property are Kitchenette & Caretaker & Living Room. "
101,Bliss Ikigai Boutique Apartment 2BHK Ground Floor,"₹ 5,115",NO,Assagao,"Location of the Villa is Assagao View On Map (opposite Rainbow House, Bairo Alto). Top Facilities of this Villa are Living Room & Air Conditioning. "
102,Classy 4 BHK Villa with a Pool,"₹ 19,520",YES,Majorda | 2.2 km from Majorda Beach,"This 3 Star Villa in Goa is located in Majorda. Full Address of property is Behind Pharmacy Majorda, Goa, India View On Map Key amenities of this property are Air Conditioning & Paid Airport Transfers. "
103,"ama Stays & Trails Moira by the Church, Goa","₹ 30,000",YES,North Goa,Location of the Villa is North Goa View On Map (430/2 Calizor Mapusa North Goa Goa). Top Facilities of this Villa are Caretaker & Living Room & Power Backup.
104,Juniper by Mangrove Stays,"₹ 6,962",NO,Arpora | 2.6 km from Baga Beach,"This 5 Star Villa in Goa is located in Arpora. Full Address of property is 3004, Riviera Foothills, Arpora, Bardez, Goa View On Map Key amenities of this property are Living Room & Air Conditioning. "
105,3 BHK Luxury Penthouse with Private Pool,"₹ 15,383",NO,Candolim,Location of the Villa is Candolim View On Map (apt 402 treas next to Hilton Goa resort). Top Facilities of this Villa are Living Room & Power Backup & Housekeeping.
106,Dream Casa Villas,"₹ 19,941",YES,Vagator,"Full Address of property is Chivar Anjuna, Goa View On Map Key amenities of this property are Living Room & Tours and Treks & Power Backup. "
107,Happy Villa,"₹ 25,606",NO,North Goa,"Location of the Villa is North Goa View On Map (near vaman nike milk store , verem Reis- Magos, North Goa). Top Facilities of this Villa are Power Backup & Housekeeping & Washing Machine. "
108,Villa La Anila at luisa by the sea,"₹ 14,529",YES,Cavelossim | 2-3 minutes walk from Cavelossim Beach,This 5 Star Villa in Goa is located in Cavelossim. Full Address of property is Luisa by the sea Villa number 20 opposite Novotel Dona Sylvia hotel cavelossim mobor salcete Goa View On Map Key amenities of this property are Living Room & Housekeeping & Air Conditioning.
109,BOHO BLUE private room with superfast WiFi,₹ 727,NO,Anjuna | 7-8 minutes walk from Anjuna Beach,"Location of the Villa is Anjuna View On Map (House number 146/5, Jungle Villa, Muddi chivar, Near Mahila Ashram, Anjuna, Bardez, Goa - 403509). Top Facilities of this Villa are Power Backup & Air Conditioning & Lawn. "
110,Luxurious 4 BHK Candolim Pool Villa,"₹ 17,693",YES,Candolim,"This 5 Star Villa in Goa is located in Candolim. Full Address of property is Fortune Beleza,, Near Hilton Goa Resort, Saipem, Candolim - Goa - 403515 View On Map Key amenities of this property are Kitchenette & Living Room & Housekeeping. "
111,Casa di capitao,"₹ 1,412",NO,Anjuna | 4-5 minutes walk from Anjuna Beach,"Location of the Villa is Anjuna View On Map (Near St.Anthony's Chapel, Praias Vaddo, Anjuna, Goa 403509, India). Top Facilities of this Villa are Housekeeping & Lawn. "
112,Three Bedroom Villa in Baga,"₹ 3,906",NO,Baga | 2-3 minutes walk from Baga Beach,"This 5 Star Villa in Goa is located in Baga. Full Address of property is in a residential complex, Near Titos Lane View On Map Key amenities of this property are Air Conditioning & Paid Airport Transfers. "
113,Muffys Holiday Villa,"₹ 7,776",YES,Calangute | 2.6 km from Baga Beach,"Location of the Villa is Calangute View On Map (House No  154- 1 Diwan Bhati

Arpora Bardez Goa Behind Bank Of Baroda

ARPORA Baga  GOA 403516). Top Facilities of this Villa are Caretaker & Living Room & Power Backup. "
114,4Bhk White Door Villa North Goa,"₹ 31,145",NO,North Goa,"Full Address of property is Shanta Durga, Casa Del Amor, Shanthadurga Temple Rd, opp. Palm Residency, next to Picnic Residency, Porvorim, Sangolda, Goa 403521 View On Map Key amenities of this property are Air Conditioning. "
115,Tobias Holiday 1 BHK Villa,"₹ 5,028",YES,Cavelossim | 2-3 minutes walk from Cavelossim Beach,"Location of the Villa is Cavelossim View On Map (Luisa By The Sea Mobor,Cavelossim). Top Facilities of this Villa are Kitchenette & Caretaker & Living Room. "
116,Casa Del Amor Villa 4,"₹ 15,452",NO,North Goa,"Full Address of property is Shanta Durga, Casa Del Amor, Shanthadurga Temple Rd, opp. Palm Residency, next to Picnic Residency, Porvorim, View On Map Key amenities of this property are Air Conditioning. "
117,3 BHK Villa Kamalaya Assagoa | Infinity Pool,"₹ 41,314",NO,Assagao,Location of the Villa is Assagao View On Map (Kamalaya Assagao Hs No 278/2  Behind Vinayak Restaurant Assagao Goa ). Top Facilities of this Villa are Living Room & Power Backup & Housekeeping.
118,2 BHK Luxury Villa Near Baga Beach Arpora Goa,"₹ 12,107",NO,Baga | 7-8 minutes walk from Baga Beach,"This 5 Star Villa in Goa is located in Baga. Full Address of property is VILLA NUMBER T-1, LAKE SIDE RESIDENCY, ARPORA, GOA View On Map Key amenities of this property are Power Backup & Safe & Paid Airport Transfers. "
119,Villa Casa De Mello By East Bourne,"₹ 4,764",NO,North Goa,"Location of the Villa is North Goa View On Map (House No 7/24 Casa De Mello,Salmon, Saligaon, North Goa). Top Facilities of this Villa are Housekeeping & Air Conditioning & Washing Machine. "
120,Contemporary 4BHK Villa with Private Pool near Candolim,"₹ 18,637",YES,Nerul,Full Address of property is Nerul-Reis Margos Road View On Map Key amenities of this property are Living Room & Power Backup & Housekeeping.
121,Villa Sapphire close to Baga with Pool,"₹ 23,358",NO,Arpora | 2.6 km from Baga Beach,"Location of the Villa is Arpora View On Map (Monte Carlo Retreat, Villa F, Ghorbhat Vaddo, (After Villa, Arpora, Goa 403516)). Top Facilities of this Villa are Air Conditioning. "
122,Blue Water Villa-4 BHK Villa with private pool,"₹ 32,285",NO,Calangute | 5-6 minutes walk from Candolim Beach,"This 5 Star Villa in Goa is located in Calangute. Full Address of property is 3/46 Mudda vaddo, Saligao, Calangute, Bardez, Goa, Calangute, Sianath Soft Drinks, Purple Zone and Rane Wines, Saligao, Goa, 403511, 3/46 Mudda vaddo, Saligao, Calangute, Bardez, Goa, Calangute, Sianath Soft Drinks, Purple Zone and Rane Wines, Saligao, Goa, 403511 View On Map Key amenities of this property are Power Backup & Free Wi-Fi & Housekeeping. "
123,VILLA ZORBA,"₹ 27,252",NO,North Goa,"Location of the Villa is North Goa View On Map (VILLA NO.1 , BHOBE PRIDE , MARRA , CANDOLIM ROAD). Top Facilities of this Villa are Kitchenette & Power Backup & Housekeeping. "
124,Casa Caisua 1 BHK Villa,"₹ 9,099",NO,Vagator | 1.7 km from Vagator Beach,"This 5 Star Villa in Goa is located in Vagator. Full Address of property is H.No 1644, Vagator Beach road, Chiwar, Deulwadi,  Vagator,  Bardez, Goa. View On Map Key amenities of this property are Caretaker & Tours and Treks & Power Backup. "
125,Kamal kunj Margao,₹ 959,NO,Margao,"Location of the Villa is Margao View On Map (Kamal kunj, Glorious Plaza, Borda). Top Facilities of this Villa are Living Room & Housekeeping & Air Conditioning. "
126,Casa Legend Villa and Apartments Arpora,"₹ 3,135",NO,Arpora,"This 3 Star Villa in Goa is located in Arpora. Full Address of property is Reviera Hermitage Complex, Attached to Double Tree By Hilton Hotel, Arpora, North Goa View On Map This Villa have 4.3 Out of 5 Rating where  5.0/5 for Host responsiveness &  4.8/5 for Room &  4.6/5 for Check-in Experience . Key amenities of this property are Caretaker & Living Room & Free Wi-Fi. "
127,Deja Blue by Staymaster,"₹ 23,359",NO,North Goa,"Location of the Villa is North Goa View On Map (Deja Blue by Staymaster, Vasupradha, 179/119(2), Lane 3, Sangolda Communidade Colony, Sangolda, Chogum Road, North Goa). Top Facilities of this Villa are Air Conditioning. "
128,The Vegas Villa 4BHK & Wooden Cottage,"₹ 10,945",YES,North Goa,"This 3 Star Villa in Goa is located in North Goa. Full Address of property is Orange peel, Bearing House No 201, Village Parra -Assagaon View On Map This Villa have 5.0 Out of 5 Rating where  5.0/5 for Location &  5.0/5 for Amenities &  5.0/5 for Cleanliness . Key amenities of this property are Living Room & Power Backup & Free Wi-Fi. "
129,Lostel (Dorms & Private Rooms ),"₹ 1,592",NO,Baga | 1.6 km from Baga Beach,Location of the Villa is Baga View On Map (Hashtag M Near Sea salt Restaurant Baga).
130,2 BHK Villa in Nagoa,"₹ 15,488",YES,Nagoa,Full Address of property is Villa No 2 View On Map Key amenities of this property are Power Backup & Free Wi-Fi & Housekeeping.
131,ElReino Elegant 2bhk apartment in Candolim,"₹ 15,923",NO,North Goa,"Location of the Villa is North Goa View On Map (ElReino - E2,Verem, Goa, India). Top Facilities of this Villa are Air Conditioning. "
132,Portuguese style modern villa in calangute beach,"₹ 11,651",NO,Calangute | 7-8 minutes walk from Calangute Beach,"Full Address of property is House no 1/157 B, Gaurra Vaddo, Penny Ln, Calangute, Goa, 403516 View On Map Key amenities of this property are Living Room & Power Backup & Housekeeping. "
133,Buddha Villa B at Anjuna beach,"₹ 16,713",YES,Anjuna | 2.8 km from Anjuna Beach,"Location of the Villa is Anjuna View On Map (Anjuna, Goa, India). "
134,South Goa Bungalow at the Beach with Pool Wifi Garden AC rooms,"₹ 70,075",YES,South Goa,"Full Address of property is 1437/B, Polem, Canacona View On Map Key amenities of this property are Power Backup & Housekeeping & Air Conditioning. "
135,Quad homestay 2BHK villa,"₹ 3,100",YES,Anjuna | 670 m from Anjuna Beach,"Location of the Villa is Anjuna View On Map (Near Artjuna, Monteiro waddo Anjuna Goa). Top Facilities of this Villa are Living Room. "
136,The White Castle by Earthaa Escape,"₹ 14,545",NO,North Goa,"This 4 Star Villa in Goa is located in North Goa. Full Address of property is H.No.13-334, Alto Betim Patel Estate Bardez Near Football Ground North Goa. View On Map Key amenities of this property are Caretaker & Housekeeping & Air Conditioning. "
137,El Reino Penthouse with Pool and Private Terrace,"₹ 31,845",NO,North Goa,"Location of the Villa is North Goa View On Map (ElReino - E3,Verem, Goa, India). Top Facilities of this Villa are Air Conditioning. "
138,Villa Amore - 6 BHK private pool beach villa,"₹ 21,366",NO,Anjuna | 4-5 minutes walk from Anjuna Beach,"This 5 Star Villa in Goa is located in Anjuna. Full Address of property is next to shorebar, Anjuna flea market road View On Map Key amenities of this property are Living Room & Power Backup & Housekeeping. "
139,SERENE 3BHK PARRA FIELD VIEW by PSF Goa,"₹ 43,690",NO,North Goa,"Location of the Villa is North Goa View On Map (Parra, Goa, India). Top Facilities of this Villa are Housekeeping & Air Conditioning & Room Service. "
140,Acacia by the river 3.5 Bedroom Private pool,"₹ 18,309",NO,Candolim | 1.3 km from Candolim Beach,"This 5 Star Villa in Goa is located in Candolim. Full Address of property is Saipem, 5 mins drive to the main Candolim road. View On Map Key amenities of this property are Housekeeping & Air Conditioning. "
141,Jia Calangute | Rooms & Pool,"₹ 2,529",YES,Calangute | 7-8 minutes walk from Calangute Beach,"Location of the Villa is Calangute View On Map (alore resort, Flat no-202,203). It’s a 3 Star Villa with overall Rating 4.1 Out of 5 where  4.5/5 for Room &  4.4/5 for Host &  4.4/5 for Food arrangement . Top Facilities of this Villa are Power Backup & Restaurant & Housekeeping. "
142,Quiet & Cozy 1bhk close 2 Vagator beach with patio,"₹ 6,929",NO,North Goa | 1.1 km from Vagator Beach,"Full Address of property is Albuquerque waddo, vagator, bardez,  Goa View On Map Key amenities of this property are Living Room & Air Conditioning & Barbeque. "
143,Sunview Bay | 3 min walk to Arambol beach,"₹ 1,443",YES,Arambol Beach | 7-8 minutes walk from Mandrem Beach,"Location of the Villa is Arambol Beach View On Map (Daily Grind Cafe and Lodge, 171, Girkarwada, Dando., Harmal, Pernem., Goa, 403524). Top Facilities of this Villa are Cafe & Housekeeping. "
144,"Braganza House, Goa, ama Stays & Trails","₹ 45,000",YES,Candolim | 5-6 minutes walk from Candolim Beach,"This 5 Star Villa in Goa is located in Candolim. Full Address of property is BRAGANZA House, H.no-519 (50A/5), Vaddy, Candolim, Bardez Goa 40351 View On Map Key amenities of this property are Kitchenette & Caretaker & Living Room. "
145,The penthouse by 5am somewhere,"₹ 13,659",YES,Baga | 1.3 km from Baga Beach,Location of the Villa is Baga View On Map (next to minoa creek restaurant). Top Facilities of this Villa are Living Room & Power Backup & Housekeeping.
146,BDV VILLA,"₹ 3,866",YES,Baga | 5-6 minutes walk from Baga Beach,"This 5 Star Villa in Goa is located in Baga. Full Address of property is BDV VILLA 5, SAUTA WADOO, BAGA View On Map Key amenities of this property are Living Room & Power Backup & Housekeeping. "
147,Villa 9 - 2 BHK Villa in Candolim,"₹ 5,119",YES,Candolim | 5-6 minutes walk from Candolim Beach,"Location of the Villa is Candolim View On Map (Villa No. 9, Candolim). Top Facilities of this Villa are Housekeeping & Air Conditioning & Safe. "
148,Goan Holiday Home Bugyal Stays,"₹ 1,586",YES,North Goa,"Full Address of property is House 270, Church, behind Saligao, Muddavaddi, Saligao, Goa 403511 View On Map Key amenities of this property are Housekeeping & Air Conditioning. "
149,Villa Life 3 BHK,"₹ 28,030",NO,Assagao,"Location of the Villa is Assagao View On Map (villa H1  H2 Next to Dattaray Temple, Behind Martron Fitness Center, Assagao Village). Top Facilities of this Villa are Living Room & Tours and Treks & Power Backup. "
150,STARRY SPELL 2BHK Candolim by Homestay DaDDy,"₹ 7,558",NO,Nerul,Full Address of property is Nerul goa View On Map Key amenities of this property are Power Backup & Free Wi-Fi & Housekeeping.
151,TURIYA VILLA,"₹ 15,573",NO,Margao,"Location of the Villa is Margao View On Map (House No 16 BEHIND GOA BAGAYATDAR BAZAR, CHAUDI CANACONA GOA 403702). Top Facilities of this Villa are Air Conditioning & Lawn. "
152,Charme Privado 3 BHK Villa,"₹ 13,602",NO,Assagao,Full Address of property is H No 375/5 Villa De Sol Villa C Munang Waddo Assagao View On Map Key amenities of this property are Kitchenette & Power Backup & Housekeeping.
153,"Villa Graca - 3BHK, North Goa","₹ 13,802",YES,Calangute,"Location of the Villa is Calangute View On Map (Villa Graca, 1/35 - D Grand Morod,). Top Facilities of this Villa are Kitchenette & Living Room & Housekeeping. "
154,VianaarEscapes LaCovelo Modern villa in Parra,"₹ 35,038",NO,North Goa,"Full Address of property is LaCovelo-03 41/4-B of Village of Parra Taluka and Sub, Goa View On Map Key amenities of this property are Power Backup & Housekeeping & Free Parking. "
155,Vianaar Escapes LaAvila 2bhk Calm Pvt Pool villa,"₹ 23,760",YES,Siolim,"Location of the Villa is Siolim View On Map (LaAvila03, Marna Siolim). Top Facilities of this Villa are Power Backup & Free Wi-Fi & Housekeeping. "
156,VianaarEscapes LaMacedo New Pvt Pool villa Assagao,"₹ 39,599",NO,Assagao,"Full Address of property is La Macedo-07 146/9, Assagao, Goa View On Map "
157,Vianaar Escapes LaAvila 2bhk cool pvt pool villa,"₹ 23,760",YES,Siolim,"Location of the Villa is Siolim View On Map (LaAvila 05, Marna Siolim). Top Facilities of this Villa are Power Backup & Free Wi-Fi. "
158,Ikebana by Mangrove Stays,"₹ 14,540",NO,North Goa,"This 5 Star Villa in Goa is located in North Goa. Full Address of property is 301, Midori Watercrest, Alto Betim, Reis Magos, Bardez, Goa View On Map Key amenities of this property are Living Room & Air Conditioning. "
159,SN Villa | 4 BHK Pool Villa,"₹ 19,978",YES,North Goa,"Location of the Villa is North Goa View On Map (House no. 264/255, Chowgaum Road ,Near Gautam Hotel ,Alto Saulem, Pilerna Marra). Top Facilities of this Villa are Living Room & Power Backup & Free Wi-Fi. "
160,Iksha Villas | Villa Portico,"₹ 24,198",YES,Baga | 2.0 km from Baga Beach,"This 5 Star Villa in Goa is located in Baga. Full Address of property is H.NO 526/6, Plot No.48 Arpora, Landmark Arpora View On Map Key amenities of this property are Living Room & Power Backup & Housekeeping. "
161,Casa Verde | 3 BHK Pool Villa,"₹ 15,487",NO,North Goa,"Location of the Villa is North Goa View On Map (House Number 407/3, Dando Waddo, Near Edward's Yard Restaurant, Pilar, Goa - 403108). It’s a 3 Star Villa with overall Rating 4.0 Out of 5 where  5.0/5 for Location &  5.0/5 for Amenities &  5.0/5 for Value for Money . Top Facilities of this Villa are Living Room & Power Backup & Washing Machine. "
162,Sky Blue Villa | 3BHK Private Pool-Caretaker-WiFi,"₹ 12,648",YES,Baga,"This 4 Star Villa in Goa is located in Baga. Full Address of property is House No 131/12-A, Villa D, Nagoa-Arpora, Near Baga, House No 131/12-A, Villa D, Nagoa-Arpora, Near Baga View On Map Key amenities of this property are Caretaker & Living Room & Tours and Treks. "
163,Cheerful Ikigai Boutique Apartment 2BHK First Floor,"₹ 6,829",NO,Assagao,"Location of the Villa is Assagao View On Map (opposite Rainbow House, Bairo Alto, Assagao, Goa). Top Facilities of this Villa are Living Room & Air Conditioning & Washing Machine. "
164,TIG Villa Vie 3 BHK Luxury private pool villa Arpora,"₹ 20,244",NO,Arpora | 2.6 km from Baga Beach,"Full Address of property is Near Canossian Sisters Arpora Viegas Vaddo Arpoa, Goa View On Map Key amenities of this property are Housekeeping & Air Conditioning. "
165,Artisanale Loutolim,"₹ 1,237",NO,South Goa,"Location of the Villa is South Goa View On Map (Loutolim, Loutolim, Goa, Goa 403718). Top Facilities of this Villa are Kitchenette & Living Room & Housekeeping. "
166,West Valley Villa 3BHK Casa Bliss,"₹ 23,606",YES,Calangute | 380 m from Calangute Beach,"Full Address of property is Lane Opposite Calangute Mall, Holiday St, Calangute, Goa 403516, India, goa View On Map Key amenities of this property are Kitchenette & Living Room & Power Backup. "
167,Casa Del Amor Villa 3,"₹ 15,452",NO,North Goa,"Location of the Villa is North Goa View On Map (Shanta Durga, Casa Del Amor, Shanthadurga Temple Rd, opp. Palm Residency, next to Picnic Residency, Porvorim,). Top Facilities of this Villa are Air Conditioning. "
168,Buddha Villa D Anjuna,"₹ 10,931",YES,Anjuna | 2.8 km from Anjuna Beach,"This 5 Star Villa in Goa is located in Anjuna. Full Address of property is Anjuna, Goa, India View On Map "
169,ViannarEscapes LaMacedo Private Pool Villa Assagao,"₹ 39,599",NO,Assagao,"Location of the Villa is Assagao View On Map (LaMacedo-09 146/9, Assagao). "
170,Fernweh Luxe 4BHK Villa By Ruhe Stays,"₹ 41,593",NO,Vagator,"This 5 Star Villa in Goa is located in Vagator. Full Address of property is Survey No. 199/8, Bouta Waddo, Assagao, Goa  View On Map Key amenities of this property are Power Backup & Housekeeping & Air Conditioning. "
171,LaCovelo Cheerful 3bhk modern villa with Pvt Pool,"₹ 39,599",YES,North Goa,"Location of the Villa is North Goa View On Map (LaCovelo-02 41/4-B of Village of Parra Taluka and Sub,). Top Facilities of this Villa are Living Room & Power Backup & Free Wi-Fi. "
172,Waters Edge 6 BHK Villa with Private Pool,"₹ 28,249",NO,Majorda,"Full Address of property is House no 64 Dongrim Nuvem Verna Goa, Goa 403713 View On Map Key amenities of this property are Kitchenette & Power Backup & Housekeeping. "
173,4BHK LUXURY VILLA w PRIVATE POOL near Calangute,"₹ 19,466",NO,Calangute | 7-8 minutes walk from Calangute Beach,"Location of the Villa is Calangute View On Map (106/107 Block B , Saldhanha Kyle Garden , Calangute - Baga , North Goa). Top Facilities of this Villa are Power Backup & Housekeeping & Air Conditioning. "
174,3BHK Sea View luxury Apartment,"₹ 48,375",NO,Morjim | 2-3 minutes walk from Morjim Beach,"This 3 Star Villa in Goa is located in Morjim. Full Address of property is White House  H. No. 733/D, New Wada  Morjim,  Goa - 403512 View On Map Key amenities of this property are Living Room & Air Conditioning & Safe. "
175,Joystreet (Beachy Blossom),"₹ 7,458",YES,Mapusa,"Location of the Villa is Mapusa View On Map (Villa A-03 and Villa A-04, Heritage Florista, Siolim Marna Road, Siolim Mapusa, North Goa). It’s a 4 Star Villa with overall Rating 5.0 Out of 5 where  5.0/5 for Amenities &  5.0/5 for Security &  5.0/5 for Host . Top Facilities of this Villa are Kitchenette & Living Room & Power Backup. "
176,Villa Bandurria,"₹ 24,162",NO,Bandoli,"Full Address of property is Villa  bandurria, Chao Bella, Anjuna View On Map Key amenities of this property are Living Room & Power Backup & Free Wi-Fi. "
177,Villa Kimaya - 5 Bedroom villa with private pool,"₹ 42,592",YES,Calangute | 1.4 km from Calangute Beach,"Location of the Villa is Calangute View On Map (Gomes Serenity, gauravaddo, calangute , goa). Top Facilities of this Villa are Kitchenette & Living Room & Power Backup. "
178,Villa Sol Banyan |Pool & Kitchen,"₹ 34,797",YES,Candolim | 890 m from Candolim Beach,Full Address of property is Sinquerim Bypass Road View On Map Key amenities of this property are Kitchenette & Caretaker & Living Room.
179,Shunya Kaju Varo,"₹ 12,782",NO,Ashwem Beach | 7-8 minutes walk from Ashwem Beach,"Location of the Villa is Ashwem Beach View On Map (241, Asvam Waddo, Mandrem, Goa 403527). Top Facilities of this Villa are Power Backup & Free Wi-Fi & Restaurant. "
180,"Charming Villa Casa Rosa, Galgibaga Beach","₹ 29,247",NO,Talpona Beach,"Full Address of property is House no. 607, Near St. Anthonys Church, Galgibaga View On Map Key amenities of this property are Living Room & Housekeeping & Free Parking. "
181,Villa Sea Walk | 5 BHK Villa,"₹ 10,419",NO,Candolim | 4-5 minutes walk from Candolim Beach,"Location of the Villa is Candolim View On Map (H.no 936, Camotin Waddo, Candolim, Bardez, North Goa). Top Facilities of this Villa are Power Backup & Housekeeping & Air Conditioning. "
182,Melhor Stays | Allure 3 BHK Villa,"₹ 18,693",YES,Vagator | 2.9 km from Vagator Beach,"This 5 Star Villa in Goa is located in Vagator. Full Address of property is Allurre By Melhor Stays, Assagao View On Map Key amenities of this property are Living Room & Power Backup & Housekeeping. "
183,Premium Villa in Morjim,"₹ 7,245",YES,Morjim | 5-6 minutes walk from Morjim Beach,"Location of the Villa is Morjim View On Map (House no,943 vithaldaswada morjim beach pernem north goa ). Top Facilities of this Villa are Living Room & Tours and Treks & Free Wi-Fi. "
184,Luxuru 6 BHK Villa with Private Swimming Pool,"₹ 9,692",NO,Calangute,Full Address of property is Luxury 6BHK Villa with Private Swimming Pool near Calangute and Baga View On Map Key amenities of this property are Living Room & Power Backup & Housekeeping.
185,PRISM GRAND Villa 4BHK with Private Pool Saligao,"₹ 31,845",NO,North Goa,Location of the Villa is North Goa View On Map (PRISM GRAND Villa 4BHK with Private Pool Saligao). Top Facilities of this Villa are Air Conditioning.
186,Bougainvilla Stay -3 BHK Villa,"₹ 2,603",NO,North Goa,"This 3 Star Villa in Goa is located in North Goa. Full Address of property is Villa No 475, Ameywada, Marcel, Goa 403107 View On Map Key amenities of this property are Living Room & Power Backup & Free Wi-Fi. "
187,3bhk luxury villa with With pool,"₹ 13,208",NO,Arpora | 2.6 km from Baga Beach,"Location of the Villa is Arpora View On Map (Vision Greens, Villa no 2, Arpora, Goa). Top Facilities of this Villa are Air Conditioning. "
188,4 BHK Luxury Villa in Arpora,"₹ 20,595",YES,North Goa,"This 3 Star Villa in Goa is located in North Goa. Full Address of property is A4 goa raj villa , Bokechi,Arradi Parra View On Map This Villa have 5.0 Out of 5 Rating where  4.0/5 for Location &  4.0/5 for Security &  4.0/5 for Cleanliness . Key amenities of this property are Caretaker & Living Room & Power Backup. "
189,Hilltop 6 BHK Villa with Private Pool,"₹ 26,084",NO,Candolim,"Location of the Villa is Candolim View On Map (House No. 1772B, Saipem Candolip). Top Facilities of this Villa are Housekeeping & Air Conditioning. "
190,Daffodils Shreem Homes - 3 BHK,"₹ 7,336",NO,Varca | 910 m from Varca Beach,"This 3 Star Villa in Goa is located in Varca. Full Address of property is Villa number D-9, 621/D, Bungalow D-9, Costa Vista Verde, Pedda Dumottem, Varca, Goa - 403721 View On Map Key amenities of this property are Living Room & Power Backup & Air Conditioning. "
191,CASA DE MARGEM 3BHK Riverfront Villa,"₹ 12,820",NO,Cavelossim | 4-5 minutes walk from Cavelossim Beach,"Location of the Villa is Cavelossim View On Map (Cavelossim Beach, Cavelossim, Goa). Top Facilities of this Villa are Power Backup & Housekeeping & Air Conditioning. "
