,name,price,couple-friendly,location,description
67,Rosetum Anjuna,"₹ 4,092",YES,Anjuna | 930 m from Anjuna Beach,"Location of the Resort is Anjuna View On Map (SURVEY NO. 179/9, House no. 853/4a To 853/4k, Soranto Vaddo,  ANJUNA, Bardez, North Goa, Goa, 403509). It’s a 3 Star Resort with overall Rating 4.6 Out of 5 where  5.0/5 for Room &  4.7/5 for Child friendliness &  4.5/5 for Location . Top Facilities of this Resort are Free Parking & Free Wi-Fi & Bar. "
68,Devasthali - The Valley Of Gods,"₹ 2,790",YES,Bogmalo | 6.1 km from Goa International Airport,"This 3 Star Resort in Goa is located in Bogmalo. Full Address of property is SURVEY NO 11/49 ISSORCIM V.
PANCHAYAT VASCO-DA-GAMA
403000
 View On Map This Resort have 3.6 Out of 5 Rating where  4.0/5 for Room &  3.8/5 for Location &  3.8/5 for Value for Money . Key amenities of this property are Free Parking & Childcare Services & Outdoor Sports. "
69,"Lemon Tree Hotel,Candolim","₹ 7,489",YES,Candolim | 5-6 minutes walk from Candolim Beach,"Location of the Resort is Candolim View On Map (House No 63A,Survey No-224/7,Pinto Waddo, Candolim, Bardez). It’s a 4 Star Resort with overall Rating 4.0 Out of 5 where  4.2/5 for Location &  4.2/5 for Hospitality &  4.1/5 for Child friendliness . Top Facilities of this Resort are Free Parking & Cafe & Elevator/Lift. [Free airport/bus stand/railway station pick up & drop worth Rs.2,400]. "
70,La Cabana Beach Resort & Spa,"₹ 5,739",YES,Ashwem Beach | 5-6 minutes walk from Ashwem Beach,"This 4 Star Resort in Goa is located in Ashwem Beach. Full Address of property is House no 224,Ashvem Beach, Goa  View On Map This Resort have 4.1 Out of 5 Rating where  4.5/5 for Location &  4.2/5 for Room &  4.1/5 for Cleanliness . Key amenities of this property are Free Parking & Free Wi-Fi & Lawn. "
71,Casa De Goa Boutique Resort,"₹ 5,190",YES,Calangute Baga Road | 5-6 minutes walk from Calangute Beach,"Location of the Resort is Calangute Baga Road View On Map (Dr. Afonso Road, Tivai Vaddo, Near Poriat Football Ground, Calangute, Bardez,). It’s a 3 Star Resort with overall Rating 4.2 Out of 5 where  4.5/5 for Hospitality &  4.4/5 for Room &  4.3/5 for Location . Top Facilities of this Resort are Free Parking & Lawn & Bar. [Free airport/bus stand/railway station pick up & drop worth Rs.2,400]. "
72,Vedana Retreat,"₹ 1,228",YES,Arambol | 1.5 km from Mandrem Beach,"This 3 Star Resort in Goa is located in Arambol. Full Address of property is Vedana Retreat Resort, Survey No. 57/4, Girkarwada, Arambol, Pernem, Goa View On Map This Resort have 3.6 Out of 5 Rating where  2.9/5 for Food &  2.7/5 for Amenities &  2.7/5 for Value for Money . Key amenities of this property are Free Parking & Lawn & Bar. "
73,"Stone Wood Resort, Mandrem","₹ 2,915",YES,North Goa | 4-5 minutes walk from Mandrem Beach,"Location of the Resort is North Goa View On Map (Morjim-Ashvem Road, Asvewada Pernem Goa). It’s a 3 Star Resort with overall Rating 4.3 Out of 5 where  4.3/5 for Cleanliness &  4.3/5 for Hospitality &  4.2/5 for Room . Top Facilities of this Resort are Free Parking & Lawn & Cafe. [Free airport/bus stand/railway station pick up & drop worth Rs.2,400]. "
74,Raposo Resort.,"₹ 2,896",YES,Vagator | 2.1 km from Chapora Fort,"This 3 Star Resort in Goa is located in Vagator. Full Address of property is House no. 645/2,at Badem, Assagaon, Bardez, Goa View On Map This Resort have 4.3 Out of 5 Rating where  4.6/5 for Room &  4.6/5 for Hospitality &  4.5/5 for Food . Key amenities of this property are Free Parking & Free Wi-Fi & Lawn. "
75,White Woods Resort & Spa,"₹ 3,810",YES,Morjim | 4-5 minutes walk from Morjim Beach,"Location of the Resort is Morjim View On Map (Behind Cottage Super Market, New Wada, Morjim, Pernem, Goa). It’s a 3 Star Resort with overall Rating 4.0 Out of 5 where  4.3/5 for Room &  4.2/5 for Cleanliness &  4.1/5 for Security . Top Facilities of this Resort are Free Parking & Free Wi-Fi & Air Conditioning. [Free airport/bus stand/railway station pick up & drop worth Rs.2,400]. "
76,PRESA di GOA,"₹ 2,226",YES,Calangute,"This 4 Star Resort in Goa is located in Calangute. Full Address of property is 353/1, Arais Wado, Nagoa bardez Goa View On Map This Resort have 3.5 Out of 5 Rating where  4.2/5 for Location &  3.9/5 for Child friendliness &  3.9/5 for Room . Key amenities of this property are Free Parking & Lawn & Room Service. "
77,Sinon Baga Retreat - A Beach Resort,"₹ 6,452",YES,Baga | 2-3 minutes walk from Baga Beach,"Location of the Resort is Baga View On Map (245/1 sunta vaddo, calangute-baga road,Titos Lane 2,Goa 403516). It’s a 3 Star Resort with overall Rating 3.8 Out of 5 where  4.3/5 for Location &  3.9/5 for Hospitality &  3.8/5 for Cleanliness . Top Facilities of this Resort are Free Wi-Fi & Lawn & Cafe. "
78,"Okean De Goa : A luxury Getaway, Near Beach","₹ 2,220",YES,Vagator | 2.7 km from Vagator Beach,"This 3 Star Resort in Goa is located in Vagator. Full Address of property is Okean de goa ,Zhor waddo, Opp lotus inn hotel ,Vagator goa, 403509 View On Map This Resort have 3.1 Out of 5 Rating where  3.6/5 for Cleanliness &  2.9/5 for Food &  2.4/5 for Child friendliness . Key amenities of this property are Free Parking & Free Wi-Fi & Cafe. "
79,Jasminn South Goa- AM Hotel Kollection,"₹ 3,203",YES,Betalbatim | 2.5 km from Colva Beach,"Location of the Resort is Betalbatim View On Map (A Unit Of JASMINN HOSPITALITY SERVICES PRIVATE LIMITED 
No.79, Nagwaddo, 
Betalbatim, Salcette). It’s a 4 Star Resort with overall Rating 4.2 Out of 5 where  4.4/5 for Security &  4.4/5 for Cleanliness &  4.4/5 for Hospitality . Top Facilities of this Resort are Free Parking & Free Wi-Fi & Lawn. "
80,Sonesta Inn,"₹ 7,425",YES,Candolim | 2-3 minutes walk from Candolim Beach,"This 4 Star Resort in Goa is located in Candolim. Full Address of property is Anna Vaddo Candolim, Bardez ,Goa View On Map This Resort have 4.1 Out of 5 Rating where  4.4/5 for Security &  4.3/5 for Location &  4.3/5 for Room . [Free airport/bus stand/railway station pick up & drop worth Rs.2,400]. Key amenities of this property are Free Parking & Free Wi-Fi & Outdoor Sports. "
81,The Lalit Golf & Spa Resort,"₹ 14,247",YES,Palolem,"Location of the Resort is Palolem View On Map (Raj Baga, Canacona, Goa
). It’s a 5 Star Resort with overall Rating 4.1 Out of 5 where  4.3/5 for Hospitality &  4.3/5 for Room &  4.3/5 for Cleanliness . Top Facilities of this Resort are Free Parking & Kids Play Area & Free Wi-Fi. "
82,casa salvador,"₹ 1,716",YES,Calangute | 5-6 minutes walk from Calangute Beach,"Full Address of property is H.No - 3/933/1, Tiva Vaddo, Calangute , Bardez, Goa View On Map This Resort have 3.3 Out of 5 Rating where  5.0/5 for Child friendliness &  4.5/5 for Location &  3.8/5 for Security . Key amenities of this property are Free Parking & Lawn & Bar. "
83,Lazy Bee Cottages,"₹ 3,092",YES,Nagoa,"Location of the Resort is Nagoa View On Map (Rautawado, Near Nagoa Circle of Dreams, Arpora Nagoa Village Bardez Goa). It’s a 3 Star Resort with overall Rating 4.1 Out of 5 where  4.2/5 for Room &  4.2/5 for Hospitality &  4.1/5 for Cleanliness . Top Facilities of this Resort are Free Parking & Free Wi-Fi & Lawn. "
84,Sal Riviera,"₹ 3,367",YES,South Goa | 4-5 minutes walk from Cavelossim Beach,"This 3 Star Resort in Goa is located in South Goa. Full Address of property is House No 109/1, Khandy Mobor, Cavelossim,salcete goa View On Map This Resort have 4.0 Out of 5 Rating where  4.3/5 for Hospitality &  4.3/5 for Location &  4.2/5 for Cleanliness . Key amenities of this property are Free Parking & Free Wi-Fi & Lawn. "
85,Planet Hollywood Beach Resort,"₹ 22,590",YES,Utorda Beach | 2-3 minutes walk from Utorda Beach,"Location of the Resort is Utorda Beach View On Map (A 8, Asconwaddo, Uttorda Beach). It’s a 5 Star Resort with overall Rating 4.4 Out of 5 where  4.7/5 for Hospitality &  4.7/5 for Room &  4.6/5 for Location . Top Facilities of this Resort are Free Parking & Outdoor Sports & Bar. "
86,Oxygen Resorts Morjim,"₹ 5,298",YES,Morjim | 760 m from Morjim Beach,"This 4 Star Resort in Goa is located in Morjim. Full Address of property is HOUSE NO 738, SURVEY NO 196A,OXYGEN RESORTS, MORGIM, PERNEM, NORTH GOA,North Goa, Goa, 403512 View On Map This Resort have 3.7 Out of 5 Rating where  4.5/5 for Location &  4.3/5 for Amenities &  4.0/5 for Cleanliness . Key amenities of this property are Free Parking & Lawn & Bar. "
87,Longuinhos Beach Resort,"₹ 3,720",YES,Colva Beach | 4-5 minutes walk from Colva Beach,"Location of the Resort is Colva Beach View On Map (Colva Beach,Salcette goa). It’s a 3 Star Resort with overall Rating 3.7 Out of 5 where  4.4/5 for Location &  3.9/5 for Room &  3.8/5 for Security . Top Facilities of this Resort are Free Parking & Lawn & Cafe. "
88,Passions de Goa,"₹ 2,038",YES,Anjuna | 7-8 minutes walk from Anjuna Beach,"Full Address of property is 962/B1, Near German Bakery, Grande Peddem, Anjuna bardez , Goa 403509 View On Map This Resort have 3.8 Out of 5 Rating where  5.0/5 for Amenities &  4.6/5 for Hospitality &  4.3/5 for Room . Key amenities of this property are Free Parking & Free Wi-Fi & Lawn. "
89,"Treehouse Silken Sands Resort, Goa","₹ 2,391",YES,Benaulim | 2.1 km from Benaulim Beach,"Location of the Resort is Benaulim View On Map (Plot 22, 23, Adsurlim,Near Dando Football Ground,Benaulim Salcete, 
). It’s a 3 Star Resort with overall Rating 3.8 Out of 5 where  4.3/5 for Hospitality &  4.2/5 for Security &  4.0/5 for Cleanliness . Top Facilities of this Resort are Free Parking & Free Wi-Fi & Lawn. "
90,Lotus Eco Beach Resort,"₹ 3,443",YES,Benaulim | 4-5 minutes walk from Benaulim Beach,"This 3 Star Resort in Goa is located in Benaulim. Full Address of property is Benaulim Beach road, VIa Maria Hall, Vaswaddo
Landmark: Benaulim Beach View On Map This Resort have 3.8 Out of 5 Rating where  4.2/5 for Location &  4.2/5 for Security &  4.1/5 for Hospitality . Key amenities of this property are Free Parking & Bar & 24-hour Room Service. "
91,O Pescador an Indy Resort,"₹ 3,989",YES,Dona Paula Beach,"Location of the Resort is Dona Paula Beach View On Map (Near Dona Paula Jetty, Dona Paula, Panjim). It’s a 4 Star Resort with overall Rating 4.3 Out of 5 where  5.0/5 for Security &  4.6/5 for Location &  4.5/5 for Hospitality . Top Facilities of this Resort are Free Parking & Free Wi-Fi & Lawn. "
92,Kenilworth Resort & Spa,"₹ 20,831",YES,Utorda Beach | 4-5 minutes walk from Utorda Beach,This 5 Star Resort in Goa is located in Utorda Beach. Full Address of property is Utorda Beach Salcete View On Map This Resort have 4.3 Out of 5 Rating where  4.6/5 for Location &  4.5/5 for Hospitality &  4.4/5 for Cleanliness . Key amenities of this property are Free Parking & Free Wi-Fi & Outdoor Sports.
93,Alor Holiday Resort,"₹ 1,982",YES,Calangute | 7-8 minutes walk from Calangute Beach,"Location of the Resort is Calangute View On Map (Opp Poriat football ground, Naika Vaddo, Calangute). It’s a 3 Star Resort with overall Rating 3.6 Out of 5 where  3.9/5 for Hospitality &  3.8/5 for Security &  3.8/5 for Food . Top Facilities of this Resort are Free Public Parking & Free Wi-Fi & Lawn. "
94,The Westin Goa,"₹ 23,000",YES,Anjuna | 7-8 minutes walk from Anjuna Beach,"This 5 Star Resort in Goa is located in Anjuna. Full Address of property is The Westin Goa,  Survey No 204/1 Sub Division 1, Dmello Vaddo, Anjuna Bardez, Goa  403509 India View On Map This Resort have 4.8 Out of 5 Rating where  5.0/5 for Location &  4.9/5 for Cleanliness &  4.9/5 for Amenities . Key amenities of this property are Kids Play Area & Free Wi-Fi & Lawn. "
95,Atlanta Beach Resort,₹ 930,NO,Calangute | 7-8 minutes walk from Calangute Beach,"Location of the Resort is Calangute View On Map (Opp. St. Anthony's Chapel,
Gauravvadddo, calangute,
Bardez, Goa). Top Facilities of this Resort are Lawn & Room Service & Power Backup. "
96,Amritara Aura Resort & Spa,"₹ 5,890",NO,North Goa | 1.3 km from Mandrem Beach,"This 5 Star Resort in Goa is located in North Goa. Full Address of property is 227 Madhalamaj, Mandrem, North Goa View On Map This Resort have 4.3 Out of 5 Rating where  5.0/5 for Location &  4.5/5 for Cleanliness &  4.5/5 for Hospitality . Key amenities of this property are Free Parking & Outdoor Sports & Lawn. "
97,Foxoso LA Beach Resort,"₹ 5,974",YES,Morjim | 2-3 minutes walk from Morjim Beach,Location of the Resort is Morjim View On Map (Survey no 127/2 situated at Village Morjim Penem Goa). It’s a 5 Star Resort with overall Rating 3.8 Out of 5 where  4.3/5 for Food &  4.0/5 for Child friendliness &  4.0/5 for Value for Money . Top Facilities of this Resort are Free Parking & Kitchenette & Outdoor Sports.
98,Nazri Resort,"₹ 3,515",YES,Baga | 5-6 minutes walk from Baga Beach,This 3 Star Resort in Goa is located in Baga. Full Address of property is C/O NAZiR RESORT SAUNTA WADC BAGA CALANGUTE BARDEZ GOA 403511 View On Map This Resort have 3.8 Out of 5 Rating where  4.5/5 for Location &  4.1/5 for Security &  4.0/5 for Child friendliness . Key amenities of this property are Lawn & Air Conditioning & Room Service.
99,The village Agonda beach Cottages,"₹ 3,874",YES,Agonda | 2-3 minutes walk from Agonda Beach,"Location of the Resort is Agonda View On Map (H NO 310, DAWALKHAJAN, AGONDA, CANACONA, South Goa,
Goa, 403702). Top Facilities of this Resort are Free Parking & Free Wi-Fi & Lawn. "
100,Neelam's The Grand,"₹ 3,838",YES,Calangute | 1.2 km from Calangute Beach,"This 4 Star Resort in Goa is located in Calangute. Full Address of property is Post Office Road , Calangute, Bardez View On Map This Resort have 3.7 Out of 5 Rating where  4.3/5 for Location &  4.0/5 for Security &  3.9/5 for Cleanliness . [Free airport/bus stand/railway station pick up & drop worth Rs.2,400]. Key amenities of this property are Free Parking & Free Wi-Fi & Lawn. "
101,Donhill Beach Resort Goa,"₹ 2,322",YES,Candolim | 5-6 minutes walk from Candolim Beach,"Location of the Resort is Candolim View On Map (Survey No. 110/3, Candolim, North Goa, Goa). Top Facilities of this Resort are Free Public Parking & 24-hour Room Service & Power Backup. "
102,Sunshine Resort Goa,"₹ 1,612",YES,Baga | 5-6 minutes walk from Baga Beach,"Full Address of property is Survey No. 241/2, Saunta Vaddo, Calangute, Bardez, Goa View On Map This Resort have 3.3 Out of 5 Rating where  4.5/5 for Location &  4.1/5 for Child friendliness &  3.7/5 for Cleanliness . Key amenities of this property are Free Parking & Free Wi-Fi & Lawn. "
103,Blu Resorts,"₹ 4,600",YES,Vagator | 2.4 km from Chapora Fort,"Location of the Resort is Vagator View On Map (H.NO 1570, Survey No - 423/4, Grand Chivar, Vagator, Goa ). It’s a 3 Star Resort with overall Rating 4.1 Out of 5 where  4.4/5 for Hospitality &  4.3/5 for Location &  4.1/5 for Amenities . Top Facilities of this Resort are Free Parking & Free Wi-Fi & Kitchenette. "
104,Village Susegat Beach Resort Goa,"₹ 1,795",YES,Morjim | 4-5 minutes walk from Morjim Beach,"This 3 Star Resort in Goa is located in Morjim. Full Address of property is 913,VITHALDAS WADA MORJIM, MORJIM, Pernem, North Goa, Goa 403512, 913,VITHALDAS WADA MORJIM, MORJIM, Pernem, North Goa, Goa 403512 View On Map This Resort have 3.2 Out of 5 Rating where  4.1/5 for Location &  3.8/5 for Food &  3.8/5 for Cleanliness . Key amenities of this property are Free Parking & Free Wi-Fi & Lawn. "
105,Amara Grand Inn Calangute,"₹ 2,547",YES,Calangute | 1.7 km from Candolim Beach,"Location of the Resort is Calangute View On Map (Survey No  11/6 , Calangute Bardez,  North Goa). It’s a 3 Star Resort with overall Rating 3.5 Out of 5 where  4.0/5 for Room &  3.8/5 for Hospitality &  3.7/5 for Cleanliness . Top Facilities of this Resort are Free Parking & Free Wi-Fi & Cafe. "
106,DoubleTree by Hilton Goa - Panaji,"₹ 30,499",YES,Panjim,"This 5 Star Resort in Goa is located in Panjim. Full Address of property is Near Mandovi river, Kadamba Plateau, Panjim Old Goa Bypass Road,  Panaji, 403006, India Survey no 34/1- B Chimbel, Tiswadi Goa View On Map This Resort have 4.4 Out of 5 Rating where  4.6/5 for Child friendliness &  4.5/5 for Cleanliness &  4.5/5 for Hospitality . Key amenities of this property are Kids Play Area & Outdoor Sports & Lawn. "
107,"Aastha Escape Resort, Calangute","₹ 1,914",YES,Calangute | 2.6 km from Calangute Beach,"Location of the Resort is Calangute View On Map (Pobrvaddo, Calangute, Bardeg, North Goa 403516). It’s a 3 Star Resort with overall Rating 3.6 Out of 5 where  3.9/5 for Location &  3.9/5 for Value for Money &  3.9/5 for Cleanliness . Top Facilities of this Resort are Free Public Parking & Lawn & Cafe. "
108,SIBAYA BEACH RESORT,"₹ 7,240",YES,Morjim | 5-6 minutes walk from Morjim Beach,"This 4 Star Resort in Goa is located in Morjim. Full Address of property is Plot No Sy No 182/1, Gawdewada, Morjim, Pernem Goa, Landmark Gawdewada, Morjim View On Map This Resort have 3.4 Out of 5 Rating where  4.0/5 for Security &  3.6/5 for Cleanliness &  3.6/5 for Child friendliness . Key amenities of this property are Room Service & Power Backup. "
109,SEA MIST BEACH RESORT,"₹ 2,296",YES,Candolim | 5-6 minutes walk from Candolim Beach,"Location of the Resort is Candolim View On Map (SEA MIST RESORT 
Vaddy - Candolim Bardez  Goa 403515 ). It’s a 3 Star Resort with overall Rating 3.7 Out of 5 where  4.3/5 for Location &  4.0/5 for Security &  3.8/5 for Cleanliness . Top Facilities of this Resort are Lawn & Cafe & Air Conditioning. [Free airport/bus stand/railway station pick up & drop worth Rs.2,400]. "
110,Chique Shanti Resort,"₹ 2,988",YES,Mandrem Beach | 2-3 minutes walk from Mandrem Beach,"This 3 Star Resort in Goa is located in Mandrem Beach. Full Address of property is Hno. 190, Village panchayat mandrem, Survey no. 272/22 junes wada mandrem pernem goa. View On Map This Resort have 4.1 Out of 5 Rating where  5.0/5 for Location &  4.0/5 for Food &  4.0/5 for Value for Money . Key amenities of this property are Air Conditioning & Room Service & Restaurant. "
111,Andores Resort And Spa,"₹ 10,800",YES,Calangute Baga Road | 5-6 minutes walk from Calangute Beach,"Location of the Resort is Calangute Baga Road View On Map (Tivai Vaddo, Calangute, Bardez, Goa). It’s a 4 Star Resort with overall Rating 4.6 Out of 5 where  4.8/5 for Hospitality &  4.8/5 for Cleanliness &  4.6/5 for Location . Top Facilities of this Resort are Lawn & Cafe & Bar. "
112,Heritage Village Resort & Spa Goa,"₹ 11,499",NO,Arossim Beach | 2-3 minutes walk from Arossim Beach,"This 5 Star Resort in Goa is located in Arossim Beach. Full Address of property is Arossim Beach, Cansaulim, 403712 Utorda, India View On Map This Resort have 4.4 Out of 5 Rating where  4.6/5 for Cleanliness &  4.5/5 for Child friendliness &  4.4/5 for Hospitality . [Free airport/bus stand/railway station pick up & drop worth Rs.2,400]. Key amenities of this property are Free Parking & Free Wi-Fi & Outdoor Sports. "
113,ALOHA HOLIDAY RESORT,"₹ 2,930",YES,Baga | 7-8 minutes walk from Baga Beach,"Location of the Resort is Baga View On Map (Survey No. 261/8, House No. 526/21-001, Baga, Arpora, Goa). It’s a 3 Star Resort with overall Rating 4.0 Out of 5 where  3.3/5 for Cleanliness &  2.6/5 for Location &  2.6/5 for Value for Money . Top Facilities of this Resort are Elevator/Lift & Room Service & Power Backup. "
114,The Acacia Hotel & Spa Goa,"₹ 5,516",YES,Candolim | 5-6 minutes walk from Candolim Beach,"This 4 Star Resort in Goa is located in Candolim. Full Address of property is H.No. 586/A, Sequeira Vaddo, Candolim, Bardez, Goa. Just 500 meters from the Candolim Beach. View On Map This Resort have 3.7 Out of 5 Rating where  4.4/5 for Location &  4.0/5 for Room &  4.0/5 for Hospitality . [Free airport/bus stand/railway station pick up & drop worth Rs.2,400]. Key amenities of this property are Free Parking & Cafe & Bar. "
115,Radisson Blu Resort Goa,"₹ 8,172",YES,Cavelossim | 5-6 minutes walk from Cavelossim Beach,"Location of the Resort is Cavelossim View On Map (Cavelossim Beach, Cavelossim Salcette, South Goa ). It’s a 5 Star Resort with overall Rating 4.4 Out of 5 where  4.5/5 for Cleanliness &  4.5/5 for Food &  4.4/5 for Hospitality . Top Facilities of this Resort are Free Parking & Free Wi-Fi & Lawn. "
116,Vila Goesa Beach Resort (A Beach Touching Property ),"₹ 2,325",YES,Calangute | 2-3 minutes walk from Calangute Beach,"This 3 Star Resort in Goa is located in Calangute. Full Address of property is Near Baga Deck, Cobrawaddo, Calangute, Goa. View On Map This Resort have 3.3 Out of 5 Rating where  4.3/5 for Location &  4.0/5 for Security &  3.7/5 for Hospitality . Key amenities of this property are Free Public Parking & Lawn & Air Conditioning. "
117,Coconut Grove Beach Resort,"₹ 3,084",YES,Betalbatim Beach | 2.1 km from Betalbatim Beach,"Location of the Resort is Betalbatim Beach View On Map (RANVADDO, BETALBATIM SALCETE,GOA 403713). It’s a 4 Star Resort with overall Rating 3.9 Out of 5 where  4.5/5 for Hospitality &  4.4/5 for Value for Money &  4.1/5 for Cleanliness . Top Facilities of this Resort are Free Parking & Free Wi-Fi & Lawn. "
118,Lambana Resort,"₹ 2,419",YES,Calangute Baga Road | 7-8 minutes walk from Calangute Beach,"This 3 Star Resort in Goa is located in Calangute Baga Road. Full Address of property is Near Sao Joe Baptista Chapel
Calangute - Baga Rd,
Umttawado, Calangute, 
Bardez , Goa 403516 View On Map This Resort have 3.8 Out of 5 Rating where  4.3/5 for Location &  4.2/5 for Child friendliness &  4.0/5 for Cleanliness . Key amenities of this property are Cafe & Bar & Elevator/Lift. "
119,Coco Beach Village,"₹ 1,682",YES,Nerul,"Location of the Resort is Nerul View On Map (Coco Beach Village, Nerul, Dandadi, Near Reis Magos Fort,). It’s a 3 Star Resort with overall Rating 3.7 Out of 5 where  5.0/5 for Security &  4.5/5 for Food &  4.3/5 for Cleanliness . Top Facilities of this Resort are Air Conditioning & Power Backup. "
120,Calangute Beach Resort Goa,"₹ 3,067",YES,Calangute | 4-5 minutes walk from Calangute Beach,"Full Address of property is Hno. 5/45/B Maddo Vaddo, Calangute Bardez North Goa 403516 View On Map This Resort have 3.3 Out of 5 Rating where  5.0/5 for Hospitality &  4.0/5 for Security &  3.8/5 for Location . Key amenities of this property are Lawn & Air Conditioning & Room Service. "
121,LE SEASONS RESORT,"₹ 3,542",YES,Candolim | 7-8 minutes walk from Candolim Beach,"Location of the Resort is Candolim View On Map (H. NO. 1203, SURVEY NO. 178/9, ANNA WADO, CANDOLIM, North
Goa, Goa, 403515
). It’s a 4 Star Resort with overall Rating 4.2 Out of 5 where  4.8/5 for Cleanliness &  4.8/5 for Location &  4.4/5 for Value for Money . Top Facilities of this Resort are Free Parking & Kitchenette & Lawn. "
122,Palmarinha De Goa,"₹ 2,774",YES,Calangute | 2.5 km from Calangute Beach,"This 3 Star Resort in Goa is located in Calangute. Full Address of property is H.No. 4/269, Porbavaddo, Calangute, Bardez, North Goa, Goa View On Map Key amenities of this property are Free Parking & Free Wi-Fi & Elevator/Lift. "
123,Pride Sun Village Resort & Spa,"₹ 4,655",YES,Baga | 2.3 km from Baga Beach,"Location of the Resort is Baga View On Map (Sanqwadi, Baga-Arpora, Bardez-Goa 403518 INDIA


). It’s a 4 Star Resort with overall Rating 3.5 Out of 5 where  4.0/5 for Child friendliness &  3.9/5 for Hospitality &  3.7/5 for Cleanliness . Top Facilities of this Resort are Free Parking & Free Wi-Fi & Cafe. "
124,Azaya Beach Resort,"₹ 12,000",YES,Benaulim | 4-5 minutes walk from Benaulim Beach,"This 5 Star Resort in Goa is located in Benaulim. Full Address of property is 336 / 0, Village Calwaddo, Benaulim, Salcete, Goa - 403716 View On Map This Resort have 4.3 Out of 5 Rating where  4.4/5 for Hospitality &  4.4/5 for Room &  4.4/5 for Location . Key amenities of this property are Free Parking & Free Wi-Fi & Lawn. "
125,Mercure Goa Devaaya Retreat,"₹ 7,160",YES,North Goa,"Location of the Resort is North Goa View On Map (Mercure Goa Devaaya Resort,Divar Island, Panjim.Goa, India - 403403). It’s a 4 Star Resort with overall Rating 4.5 Out of 5 where  4.7/5 for Cleanliness &  4.5/5 for Room &  4.4/5 for Hospitality . Top Facilities of this Resort are Free Public Parking & Free Parking & Free Wi-Fi. "
126,Nitya Resort and Spa,"₹ 3,221",YES,Calangute | 1.0 km from Calangute Beach,"This 3 Star Resort in Goa is located in Calangute. Full Address of property is Main Calangute Candolim Road, Naikavaddo, Calangute View On Map This Resort have 3.4 Out of 5 Rating where  4.2/5 for Location &  3.8/5 for Hospitality &  3.7/5 for Room . [Free airport/bus stand/railway station pick up & drop worth Rs.2,400]. Key amenities of this property are Free Parking & Free Wi-Fi & Bar. "
127,Nimbus Neelam The Glitz,"₹ 3,314",YES,Calangute | 1.4 km from Calangute Beach,"Location of the Resort is Calangute View On Map (Post Office Road , Calangute, Bardez,). It’s a 4 Star Resort with overall Rating 3.9 Out of 5 where  4.4/5 for Location &  4.2/5 for Room &  4.2/5 for Cleanliness . Top Facilities of this Resort are Free Parking & Free Wi-Fi & Bar. [Free airport/bus stand/railway station pick up & drop worth Rs.2,400]. "
128,LEMONMINT SVELTON MANOR GOA,"₹ 3,348",YES,Calangute | 7-8 minutes walk from Calangute Beach,"This 3 Star Resort in Goa is located in Calangute. Full Address of property is House No: 1/237, B/1 GAURA VADDO, CALANGUTE, North Goa, Goa,  View On Map This Resort have 4.5 Out of 5 Rating where  4.6/5 for Hospitality &  4.6/5 for Security &  4.6/5 for Cleanliness . [Free airport/bus stand/railway station pick up & drop worth Rs.2,400]. Key amenities of this property are Free Parking & Free Wi-Fi & Kitchenette. "
129,The Park Baga River Goa (Adults only Property),"₹ 5,226",YES,Baga | 2.2 km from Baga Beach,"Location of the Resort is Baga View On Map (Dr.Constancio Mascarenhas River View,lane opp. Old Mackies SaturdayMarket, Baga- Arpora, Bardez- Goa). It’s a 5 Star Resort with overall Rating 4.2 Out of 5 where  4.6/5 for Hospitality &  4.3/5 for Room &  4.3/5 for Cleanliness . Top Facilities of this Resort are Butler Services & Outdoor Sports & Lawn. [Free airport/bus stand/railway station pick up & drop worth Rs.2,400]. "
130,SALCETE BEACH RESORT,"₹ 4,050",YES,Colva Beach | 5-6 minutes walk from Colva Beach,"This 4 Star Resort in Goa is located in Colva Beach. Full Address of property is 3RD WARD,COLVA BEACH ROAD,COLVA ,SALCETE  View On Map This Resort have 3.9 Out of 5 Rating where  4.6/5 for Room &  4.3/5 for Hospitality &  4.1/5 for Amenities . Key amenities of this property are Free Parking & Childcare Services & Lawn. "
131,Sunset Beach Resort,"₹ 3,083",YES,Candolim | 4-5 minutes walk from Candolim Beach,"Location of the Resort is Candolim View On Map ( Fort Aguada Rd, opp. Whispering Palms, Candolim, Goa 403515). It’s a 3 Star Resort with overall Rating 3.7 Out of 5 where  3.8/5 for Food &  3.7/5 for Security &  3.7/5 for Cleanliness . Top Facilities of this Resort are Free Public Parking & Free Wi-Fi & Lawn. "
132,Raj Resort Calangute,"₹ 1,637",YES,Calangute | 1.0 km from Calangute Beach,"Full Address of property is HOUSE NO- 2/172/C, NAIKA VADDO, Near Castle House Calangute, CALANGUTE, GOA- 403516 View On Map This Resort have 4.1 Out of 5 Rating where  4.8/5 for Room &  4.4/5 for Child friendliness &  4.3/5 for Cleanliness . Key amenities of this property are Free Parking & Free Wi-Fi & Bar. "
133,Bogmallo Beach Resort,"₹ 5,729",YES,Bogomallo Beach | 2-3 minutes walk from Bogmalo Beach,"Location of the Resort is Bogomallo Beach View On Map (P. O. Box Bogmalo, Bogmalo 403806, India). It’s a 5 Star Resort with overall Rating 3.8 Out of 5 where  4.4/5 for Location &  4.0/5 for Security &  3.9/5 for Hospitality . Top Facilities of this Resort are Lawn & Elevator/Lift & Air Conditioning. [Free airport/bus stand/railway station pick up & drop worth Rs.2,400]. "
