,name,price,couple-friendly,location,description
132,Samanthas Inn,₹ 616,YES,Arambol Beach | 2.4 km from Mandrem Beach,Full Address of property is girkarwada arambol beach pernem goa View On Map This Homestay have 4.2 Out of 5 Rating where  4.5/5 for Check-in Experience &  4.4/5 for Host responsiveness &  4.4/5 for Location . Key amenities of this property are Power Backup & Housekeeping & Air Conditioning.
133,Cozy Apartments in Monarch Palms | Rooms & Pool,"₹ 2,650",YES,Candolim | 7-8 minutes walk from Candolim Beach,"Location of the Apartment is Candolim View On Map (B2, 102, Sun n Sand Apartments, Lane 1, Bammon Vaddo, Candolim, Goa 403515). It’s a 3 Star Apartment with overall Rating 4.3 Out of 5 where  5.0/5 for Child friendliness &  5.0/5 for Hospitality &  4.9/5 for Host . Top Facilities of this Apartment are Living Room & Free Wi-Fi & Free Parking. "
134,Tiger Eye Guest House | AC Rooms & Caretaker,"₹ 1,198",NO,Calangute | 1.1 km from Calangute Beach,"This 3 Star Homestay in Goa is located in Calangute. Full Address of property is House no 3/26B, Gaura Vaddo, Calangute, Bardez, Goa 403516 View On Map This Homestay have 4.4 Out of 5 Rating where  4.6/5 for Check-in Experience &  4.4/5 for Host &  4.4/5 for Location . Key amenities of this property are Power Backup & Housekeeping & Paid Airport Transfers. "
135,Sulcar Holiday home,"₹ 1,285",NO,Calangute | 2-3 minutes walk from Calangute Beach,"Location of the Apartment is Calangute View On Map (Opp Vrundavan Hotel, Umta Vaddo, Calangute beach road , Calangute Bardez Goa). It’s a 3 Star Apartment with overall Rating 4.4 Out of 5 where  4.7/5 for Host &  4.7/5 for Location &  4.6/5 for Check-in Experience . Top Facilities of this Apartment are Living Room & Tours and Treks & Housekeeping. "
136,Ena Holiday Homes By Ronz Vista De Praia,"₹ 1,825",YES,Calangute | 830 m from Calangute Beach,"This 3 Star Homestay in Goa is located in Calangute. Full Address of property is House no 4/107 D/1 , Near state bank of India, Porba Vaddo, Bardez, Calangute View On Map This Homestay have 4.3 Out of 5 Rating where  5.0/5 for Wifi &  5.0/5 for Host &  5.0/5 for Food arrangement . Key amenities of this property are Caretaker & Living Room & Power Backup. "
137,TSK Di Maru | A/C Rooms with Balcony,"₹ 8,917",NO,Calangute | 1.4 km from Calangute Beach,"Location of the Apartment is Calangute View On Map (Lane Opposite JJ Bakery, Calangute Arpora Road, Porba Vaddo, Calangute.). Top Facilities of this Apartment are Free Wi-Fi & Power Backup & Tours and Treks. "
138,Mountain Bliss - Boutique Duplex with Private Pool,"₹ 3,942",YES,Panjim,"This 3 Star Villa in Goa is located in Panjim. Full Address of property is Opposite shantaban housing society, Panjim, Merces, North Goa View On Map This Villa have 3.8 Out of 5 Rating where  5.0/5 for Location &  4.3/5 for Check-in Experience &  3.9/5 for Value for Money . Key amenities of this property are Kitchenette & Power Backup & Free Wi-Fi. "
139,Sea Shell Beach Cottages | Rooms & Wi-Fi,"₹ 1,524",YES,Arambol | 1.5 km from Mandrem Beach,"Location of the Cottage is Arambol View On Map (152 2B, SURVEY NO 57/6 , GIRKAR WADA ARAMBOL, GOA, Goa 403524). It’s a 3 Star Cottage with overall Rating 3.9 Out of 5 where  4.1/5 for Check-in Experience &  3.9/5 for Location &  3.8/5 for Cleanliness . Top Facilities of this Cottage are Free Wi-Fi & Restaurant & Housekeeping. "
140,RK ISLAND VIEW APARTMENT,"₹ 2,798",NO,South Goa | 5.0 km from Goa International Airport,This 3 Star Homestay in Goa is located in South Goa. Full Address of property is PLOT NO 101 NEAR INFINITY BAY JAIRAM NAGAR NAGAR View On Map Key amenities of this property are Living Room & Power Backup & Free Parking.
141,Dew Drop| Rooms with Wi-Fi,"₹ 1,160",NO,Panjim | 1.4 km from Cajnges Cafe,"Location of the Villa is Panjim View On Map (Dew Drop, Miramar, Near Harley Davidson showroom, Panaji). Top Facilities of this Villa are Caretaker & Living Room & Power Backup. "
142,Lazy Palm Beach Apartments | Rooms & Pool,"₹ 1,521",YES,Candolim | 5-6 minutes walk from Candolim Beach,"This 3 Star Apartment in Goa is located in Candolim. Full Address of property is H No: 856, Camotim Vaddo, Candolim, Bardez, North Goa View On Map This Apartment have 4.1 Out of 5 Rating where  4.7/5 for Host &  4.7/5 for Security &  4.6/5 for Location . Key amenities of this property are Power Backup & Housekeeping & Air Conditioning. "
143,Casa  de  joana Deluxe,"₹ 2,530",NO,Calangute | 2-3 minutes walk from Calangute Beach,"Location of the BnB is Calangute View On Map (217/1 maddo  wadoo Calangute  beach, maddo wadoo calangute goa, Goa, Goa, Goa, 403516). Top Facilities of this BnB are Caretaker & Free Wi-Fi & Power Backup. "
144,Villa Donna | Apartment Units,"₹ 4,354",YES,Panjim,"This 4 Star Apartment in Goa is located in Panjim. Full Address of property is H.NO 21/346/B-1 Dona Paula Taleigao Tiswadi, Panjim, Goa View On Map This Apartment have 4.5 Out of 5 Rating where  5.0/5 for Hospitality &  4.8/5 for Room &  4.6/5 for Kitchen . Key amenities of this property are Caretaker & Free Wi-Fi & Power Backup. "
145,Lifestyle Villa,"₹ 1,613",NO,Candolim | 5-6 minutes walk from Candolim Beach,Location of the Villa is Candolim View On Map (Near candolim primary Health centre opp dona alcina resort ). It’s a 3 Star Villa with overall Rating 3.8 Out of 5 where  5.0/5 for Food &  4.1/5 for Room &  4.0/5 for Location . Top Facilities of this Villa are Caretaker & Living Room & Power Backup.
146,Saxony Garden Resort | Rooms with Caretaker,"₹ 3,395",YES,Agonda | 4-5 minutes walk from Agonda Beach,"Full Address of property is 102/5, ward Val Tambde, Agonda,Village Agonda, Taluka Canacona, Goa, 403702 View On Map This Cottage have 4.4 Out of 5 Rating where  4.9/5 for Host responsiveness &  4.7/5 for Check-in Experience &  4.7/5 for Host . Key amenities of this property are Power Backup & Housekeeping & Free Parking. "
147,Bis-LIN Homestay | Rooms & Caretaker,"₹ 1,380",YES,Panjim | 2.9 km from Immaculate Conception Church,"Location of the Homestay is Panjim View On Map (Bis-Lin, 14 La Campal hsg colony, Miramar, Panjim  1 st Left behind MAGSONS  Supermarket or STARBUCKS Goa). It’s a 3 Star Homestay with overall Rating 3.6 Out of 5 where  4.3/5 for Security &  4.3/5 for Location &  4.1/5 for Cleanliness . Top Facilities of this Homestay are Caretaker & Free Public Parking & Housekeeping. "
148,Ramsons Luxo | Entire Service Apartment,"₹ 2,027",YES,Mapusa,"Full Address of property is 455/6A , Village Sodiem, Siolim View On Map This Apartment have 3.3 Out of 5 Rating where  5.0/5 for Child friendliness &  3.9/5 for Linen cleanliness &  3.7/5 for Security . Key amenities of this property are Caretaker & Free Wi-Fi & Free Parking. "
149,Mushrooms Goa,₹ 954,YES,Bogmalo | 2.2 km from Bogmalo Beach,"Location of the Homestay is Bogmalo View On Map (MUSHROOMS GOA, Ranghavi Estate, Vasco da Gama, Goa, India). Top Facilities of this Homestay are Free Parking. "
150,Dersy's Agonda | Beach Cottages,"₹ 2,833",NO,Agonda | 2-3 minutes walk from Agonda Beach,Full Address of property is 396 Tambdem agonda NEAR AGONDA CHURCH CANACONA SOUTH GOA 403702 View On Map This Cottage have 3.8 Out of 5 Rating where  4.5/5 for Food &  4.5/5 for Host responsiveness &  4.5/5 for Location . Key amenities of this property are Tours and Treks & Power Backup & Free Wi-Fi.
151,Goan Fiesta Studios,"₹ 1,285",YES,Calangute | 1.6 km from Calangute Beach,Location of the Apartment is Calangute View On Map (Goan Fiesta Studios Prabhu Vadoo Calangute). It’s a 3 Star Apartment with overall Rating 3.4 Out of 5 where  4.0/5 for Cleanliness &  3.8/5 for Check-in Experience &  3.7/5 for Value for Money . Top Facilities of this Apartment are Power Backup & Housekeeping & Air Conditioning.
152,Riviera Hermitage Pool View,"₹ 2,847",NO,Arpora,"This 4 Star Apartment in Goa is located in Arpora. Full Address of property is Riviera Hermitage, Arpora, Goa, India View On Map This Apartment have 5.0 Out of 5 Rating where  5.0/5 for Location &  5.0/5 for Amenities &  5.0/5 for Check-in Experience . Key amenities of this property are Living Room. "
153,Couple Nest A Beautiful Fully Furnished Studio,"₹ 1,301",YES,Siolim,"Location of the Apartment is Siolim View On Map (2205 Riviera Sapphire, 834/6/2 Kudal, Bamman Vaddo). It’s a 3 Star Apartment with overall Rating 4.0 Out of 5 where  5.0/5 for Value for Money &  4.6/5 for Location &  4.0/5 for Amenities . Top Facilities of this Apartment are Tours and Treks & Elevator/Lift & Housekeeping. "
154,Cozy Homes at Vagator by GOAROUND,₹ 942,YES,Vagator | 1.9 km from Vagator Beach,"Full Address of property is 195/1 , zorin Vaddo, vagator, anjuna, Goa 403509 View On Map Key amenities of this property are Caretaker & Power Backup & Free Parking. "
155,PREMIUM 1 BHK APARTMENT AT CANDOLIM BEACH,"₹ 2,125",YES,Candolim | 5-6 minutes walk from Candolim Beach,"Location of the Apartment is Candolim View On Map (Sun n Sand , Next to Golden Tulip Resort, Near ITC Fortune Hotel.Bamon Vado, Candolim, North Goa). It’s a 3 Star Apartment with overall Rating 3.9 Out of 5 where  4.5/5 for Child friendliness &  4.4/5 for Amenities &  4.3/5 for Security . Top Facilities of this Apartment are Free Wi-Fi & Power Backup & Free Parking. "
156,Babu's place,"₹ 2,504",NO,Baga | 4-5 minutes walk from Baga Beach,This 3 Star Homestay in Goa is located in Baga. Full Address of property is Saunta Vaddo Baga Calangute opposite snow park Tito's line 2 View On Map This Homestay have 3.4 Out of 5 Rating where  5.0/5 for Host &  5.0/5 for Food arrangement &  5.0/5 for Washroom cleanliness . Key amenities of this property are Housekeeping & Room Service.
157,GoAround Homes | Portuguese Villa at Anjuna Beach,"₹ 1,505",YES,Anjuna | 5-6 minutes walk from Anjuna Beach,"Location of the Villa is Anjuna View On Map (Tim's place, Dmello waddo, opposite Luna ristorante, starco junction, Anjuna -bardez). Top Facilities of this Villa are Kitchenette & Caretaker & Tours and Treks. "
158,The Moonlit Stream - An Eco Stay,"₹ 1,778",YES,North Goa,"This 3 Star Cottage in Goa is located in North Goa. Full Address of property is Mapusa, Revora, Goa - 403513 View On Map This Cottage have 4.7 Out of 5 Rating where  5.0/5 for Location &  5.0/5 for Cleanliness &  4.0/5 for Amenities . Key amenities of this property are Caretaker & Lawn & Safe. "
159,Rosakue | Rooms at Rosa Kuber Mandovi Bay,"₹ 3,741",YES,North Goa,"Location of the Homestay is North Goa View On Map (Rosa Kuber Mandovi Bay North Goa, B/463, Alto- Betim Porvorim, Bardez, Goa). It’s a 4 Star Homestay with overall Rating 4.5 Out of 5 where  5.0/5 for Child friendliness &  4.8/5 for Cleanliness &  4.7/5 for Value for Money . Top Facilities of this Homestay are Caretaker & Living Room & Power Backup. "
160,Hermitage,"₹ 3,168",YES,Arpora,"This 3 Star Apartment in Goa is located in Arpora. Full Address of property is Riviera Hermitage by double Tree Hilton, Arpora, North Goa, View On Map This Apartment have 4.3 Out of 5 Rating where  5.0/5 for Room &  5.0/5 for Caretaker &  5.0/5 for Host . Key amenities of this property are Living Room & Power Backup & Free Parking. "
161,Athome Comforts,"₹ 2,426",YES,Panjim,"Location of the BnB is Panjim View On Map (Plot no.229, Nagalli Hills Colony, Near Manipal Hospital, Dona paula, Panjim, Goa). It’s a 3 Star BnB with overall Rating 4.3 Out of 5 where  4.6/5 for Washroom cleanliness &  4.6/5 for Linen cleanliness &  4.5/5 for Caretaker . Top Facilities of this BnB are Power Backup & Free Parking & Housekeeping. "
162,Roam Home | Casa Sio 1 BHK Pool Villa,"₹ 3,787",NO,South Goa | 2.4 km from Cavelossim Beach,"This 4 Star Villa in Goa is located in South Goa. Full Address of property is Cavelossim - Assolna Bridge, Navelim Village, Goa 403731, India View On Map This Villa have 4.0 Out of 5 Rating where  5.0/5 for Location &  5.0/5 for Check-in Experience &  5.0/5 for Host . Key amenities of this property are Caretaker & Living Room & Housekeeping. "
163,TSK Crystal Homestay | A/C Rooms with Balcony,"₹ 1,726",NO,Calangute | 1.5 km from Calangute Beach,"Location of the Homestay is Calangute View On Map (4-144, Porbo Vaddo, Calangute, North Goa). Top Facilities of this Homestay are Power Backup & Tours and Treks & Free Parking. "
164,Silver Mist Holiday Home,₹ 844,NO,Calangute | 1.3 km from Baga Beach,"Full Address of property is Baga Calangute Road 14214 / F Baga Khora Waddo, Baga View On Map This Homestay have 2.2 Out of 5 Rating where  3.0/5 for Location &  2.4/5 for Check-in Experience &  2.0/5 for Value for Money . Key amenities of this property are Air Conditioning. "
165,HideAway 2 BHK Duplex Villa STU,"₹ 6,066",YES,Mapusa,Location of the Villa is Mapusa View On Map (Hideaway duplex villa in Siolim). It’s a 4 Star Villa with overall Rating 4.0 Out of 5 where  4.0/5 for Location &  3.0/5 for Amenities &  3.0/5 for Value for Money . Top Facilities of this Villa are Kitchenette & Living Room & Power Backup.
166,Sabinas Homestay | Rooms & Caretaker,"₹ 1,392",YES,North Goa,Full Address of property is Calangute Saligao chogm road View On Map This Homestay have 4.5 Out of 5 Rating where  4.9/5 for Washroom cleanliness &  4.8/5 for Host &  4.8/5 for Host responsiveness . Key amenities of this property are Caretaker & Power Backup & Free Parking.
167,Estellina Homestay B&B,"₹ 3,246",NO,Panjim,"Location of the Homestay is Panjim View On Map (H no. 129/A, near Goa Science Centre, Miramar Panaji Goa). Top Facilities of this Homestay are Air Conditioning. "
168,Luxurious 4 BHK Candolim Pool Villa,"₹ 17,693",YES,Candolim,"This 5 Star Villa in Goa is located in Candolim. Full Address of property is Fortune Beleza,, Near Hilton Goa Resort, Saipem, Candolim - Goa - 403515 View On Map Key amenities of this property are Kitchenette & Living Room & Housekeeping. "
169,JNB Orchards,"₹ 2,300",YES,Majorda | 2.1 km from Colva Beach,"Location of the Homestay is Majorda View On Map (31B, Bismark Villa). Top Facilities of this Homestay are Housekeeping & Air Conditioning. "
170,Aveeno Villas,"₹ 9,421",YES,North Goa,"Full Address of property is Chogm Road, Barroswaddo, main, chogam road near AJ super market, saligaon, Goa View On Map Key amenities of this property are Kitchenette & Living Room & Power Backup. "
171,RosaKue | Bara Bungalow South Goa,"₹ 5,876",YES,South Goa,"Location of the Villa is South Goa View On Map (House No. 991,Assolna, South Goa, Goa, India (IN) - 403701). It’s a 5 Star Villa with overall Rating 4.6 Out of 5 where  5.0/5 for Location &  5.0/5 for Check-in Experience &  5.0/5 for Security . Top Facilities of this Villa are Caretaker & Living Room & Power Backup. "
172,Sai Swastik Luxury Rooms| Pool & Restaurant,"₹ 1,807",YES,Nerul,"This 3 Star Homestay in Goa is located in Nerul. Full Address of property is H,No 60/2, Fatta wada,Nerul bardez, North goa  View On Map This Homestay have 4.3 Out of 5 Rating where  4.5/5 for Host &  4.5/5 for Caretaker &  4.5/5 for Host responsiveness . Key amenities of this property are Caretaker & Living Room & Free Wi-Fi. "
173,Asiatic Service Apartments,"₹ 1,447",YES,Calangute | 1.2 km from Calangute Beach,"Location of the Apartment is Calangute View On Map (Asiatic apartments, Calangute, Goa, Asiatic apartments, Calangute, Goa). Top Facilities of this Apartment are Power Backup & Free Parking & Housekeeping. "
174,Benlig guest House | Rooms & Caretaker,₹ 716,NO,Colva | 810 m from Colva Beach,"Full Address of property is H.No 313/1, 4th Ward, Colva, beach road, Salcete-Goa. View On Map This Homestay have 4.3 Out of 5 Rating where  5.0/5 for Host responsiveness &  4.8/5 for Check-in Experience &  4.6/5 for Host . Key amenities of this property are Power Backup & Free Parking & Paid Airport Transfers. "
175,Amson Villa Bogmalo close to beach and airport,"₹ 2,511",NO,Bogomallo Beach | 2-3 minutes walk from Bogmalo Beach,"Location of the Villa is Bogomallo Beach View On Map (House no. 196, Near sarita guest house, Bogmallo Beach). It’s a 3 Star Villa with overall Rating 4.6 Out of 5 where  5.0/5 for Host responsiveness &  4.8/5 for Amenities &  4.4/5 for Location . Top Facilities of this Villa are Kitchenette & Living Room & Power Backup. "
176,Three Bedroom Villas in Saligao,"₹ 18,654",NO,Calangute | 1.5 km from Calangute Beach,"This 5 Star Villa in Goa is located in Calangute. Full Address of property is in gated complex, near Presa De Goa View On Map Key amenities of this property are Free Parking. "
177,Planet 9 Baga | Beachfront Homestay,"₹ 1,959",NO,Baga | 2-3 minutes walk from Baga Beach,"Location of the Homestay is Baga View On Map (house no 7/156-B and H, Saunta Vaddo, Baga-Calangute, Bardez, Goa). Top Facilities of this Homestay are Power Backup & Housekeeping & Paid Airport Transfers. "
178,Calangute Alcove |1 BHK Apartment & Pool,"₹ 1,719",YES,Calangute | 7-8 minutes walk from Calangute Beach,"Full Address of property is Calangute Candolim Beach Road,Goa-403516,
Near Plaintain Leaf Restaurant( F-1 block C-6) View On Map This Apartment have 2.9 Out of 5 Rating where  3.9/5 for Location &  3.8/5 for Host &  3.6/5 for Washroom cleanliness . Key amenities of this property are Living Room & Housekeeping & Air Conditioning. "
179,BLUE JAY Homestay,"₹ 1,430",NO,Vagator | 2.3 km from Vagator Beach,"Location of the Homestay is Vagator View On Map (House no 575/1,575/2 ,  Near ikabana villas , Badem / Assagao). Top Facilities of this Homestay are Power Backup & Washing Machine & Balcony/Terrace. "
180,Heartfull Home Cozy 1 BHK  RIVIERA,"₹ 1,467",YES,Siolim,"This 3 Star Apartment in Goa is located in Siolim. Full Address of property is Riviera Sapphire, gate 1 , 2001,834/6/2 Kudal, Bamman Vaddo View On Map This Apartment have 3.9 Out of 5 Rating where  5.0/5 for Food arrangement &  5.0/5 for Washroom cleanliness &  5.0/5 for Security . Key amenities of this property are Tours and Treks & Washing Machine & Elevator/Lift. "
181,Johnnie Holiday Homes Mainath Bati,"₹ 2,456",YES,Arpora | 2.7 km from Baga Beach,"Location of the Apartment is Arpora View On Map (HOUSE NO 117/1-A-TF-1, Co FLAT N.MANGALAM AQUA GRANDIOSA MAINATHBHATI ARPORA.403516). Top Facilities of this Apartment are Caretaker & Living Room & Power Backup. "
182,Su Casa Luxury Service Apartment,"₹ 2,518",YES,Vagator | 2.4 km from Chapora Fort,"Full Address of property is House No 211/A10, Chinwar, Anjuna, Bardez - Goa, Mapusa B View On Map This Apartment have 4.4 Out of 5 Rating where  5.0/5 for Room &  4.8/5 for Location &  4.8/5 for Check-in Experience . Key amenities of this property are Caretaker & Living Room & Free Wi-Fi. "
183,De 12 Villas,"₹ 12,048",YES,Anjuna | 1.3 km from Anjuna Beach,"Location of the Villa is Anjuna View On Map (Artjuna, Market Rd, Anjuna, Goa). Top Facilities of this Villa are Kitchenette & Caretaker & Tours and Treks. "
184,Rustic Private 2bhk Villa with Fiber Net - Dar AlSalaam,"₹ 1,309",YES,North Goa,"This 3 Star Holiday Home in Goa is located in North Goa. Full Address of property is House No 24, Zorichem Bhatt View On Map Key amenities of this property are Housekeeping & Free Parking & Washing Machine. "
185,Elora Premium Villa,"₹ 15,236",NO,Vagator | 2.0 km from Vagator Beach,Location of the Villa is Vagator View On Map (Elora Villa Anjuna). Top Facilities of this Villa are Kitchenette & Living Room & Power Backup.
186,Villa Ikebana | Rooms & Pool,"₹ 2,950",NO,Vagator | 2.1 km from Chapora Fort,"This 3 Star Villa in Goa is located in Vagator. Full Address of property is VILLA NO 579/2, DADEM JUNCTION ROAD, Assagao, North Goa, Goa
 View On Map This Villa have 4.2 Out of 5 Rating where  4.7/5 for Room &  4.5/5 for Host &  4.5/5 for Cleanliness . Key amenities of this property are Caretaker & Power Backup & Free Wi-Fi. "
187,Shalini Rooms,"₹ 1,451",YES,Baga | 5-6 minutes walk from Baga Beach,Location of the BnB is Baga View On Map (H.no 7/106 Sautavaddo Calangute Bardez Goa - 403516). It’s a 3 Star BnB with overall Rating 4.1 Out of 5 where  5.0/5 for Host &  4.4/5 for Location &  4.4/5 for Check-in Experience . Top Facilities of this BnB are Free Wi-Fi & Power Backup & Tours and Treks.
188,Seaesta Beach Cottages and Suites | Rooms & Pool,"₹ 1,431",YES,Arambol | 1.4 km from Mandrem Beach,Full Address of property is House no 202 girkar waddo next to nanu resort arambol pernem goa View On Map This Cottage have 3.4 Out of 5 Rating where  3.7/5 for Host responsiveness &  3.7/5 for Location &  3.5/5 for Check-in Experience . Key amenities of this property are Caretaker & Power Backup & Housekeeping.
189,Gulmohar Beach Resort and Cottages with Pool,"₹ 1,577",YES,Calangute | 1.4 km from Calangute Beach,"Location of the Cottage is Calangute View On Map (HOUSE NO 322/6, PORBA VADDO, Calangute, Goa, India). Top Facilities of this Cottage are Caretaker & Power Backup & Free Wi-Fi. "
190,Naga Cottages | Restaurant & Pool,"₹ 6,541",YES,Morjim | 5-6 minutes walk from Morjim Beach,"Full Address of property is NAGA COTTAGES, VITHALDAS WARD, MORJIM, North Goa, Goa, 403512 View On Map This Cottage have 3.8 Out of 5 Rating where  5.0/5 for Kitchen &  5.0/5 for Food &  4.8/5 for Host responsiveness . Key amenities of this property are Living Room & Power Backup & Restaurant. "
191,Saikunj Holiday Homes | Entire Apartment,"₹ 1,726",YES,Candolim | 950 m from Candolim Beach,"Location of the Apartment is Candolim View On Map (h no687c pintos wado near highland beach resort opposite bardez baazar , candolim bardez 
). Top Facilities of this Apartment are Power Backup & Free Public Parking & Balcony/Terrace. "
192,Honeydew Suites and villas by Goaround @Vagator.,"₹ 1,794",NO,Vagator | 2.1 km from Vagator Beach,Full Address of property is vagator View On Map This Villa have 3.2 Out of 5 Rating where  5.0/5 for Location &  5.0/5 for Amenities &  5.0/5 for Cleanliness . Key amenities of this property are Kitchenette & Caretaker & Cafe.
193,Tobias Holiday 1 BHK Villa,"₹ 5,028",YES,Cavelossim | 2-3 minutes walk from Cavelossim Beach,"Location of the Villa is Cavelossim View On Map (Luisa By The Sea Mobor,Cavelossim). Top Facilities of this Villa are Kitchenette & Caretaker & Living Room. "
194,Quad homestay room,"₹ 1,329",YES,Anjuna | 670 m from Anjuna Beach,Full Address of property is Near Artjuna Monteiro waddo Anjuna Goa View On Map
195,Royal Tulip Beach Cottages | Restaurant & Pool,"₹ 1,741",NO,Arambol | 1.4 km from Mandrem Beach,"Location of the Cottage is Arambol View On Map (250, survey no 57/6, Girkarwada, Harmal, Goa). It’s a 3 Star Cottage with overall Rating 3.7 Out of 5 where  4.4/5 for Check-in Experience &  4.2/5 for Host &  4.1/5 for Host responsiveness . Top Facilities of this Cottage are Caretaker & Power Backup & Free Wi-Fi. "
196,De mandarin Beach resort suites and villas,"₹ 8,000",NO,Candolim | 7-8 minutes walk from Candolim Beach,"This 4 Star Villa in Goa is located in Candolim. Full Address of property is Candolim,Goa, 403516 View On Map This Villa have 4.3 Out of 5 Rating where  5.0/5 for Washroom cleanliness &  5.0/5 for Linen cleanliness &  4.7/5 for Hospitality . Key amenities of this property are Power Backup & Free Wi-Fi & Restaurant. "
197,Calangute Luxury 2 BHK/Pool/Near Beach & Caretaker | Entire,"₹ 2,949",YES,Calangute | 1.4 km from Calangute Beach,"Location of the Apartment is Calangute View On Map (Maple leaf residency homes, Near St Alex Church - dolphin circle, Road leading towards Gaurav vaddo, Naika vaddo. Calangute.- Goa). It’s a 3 Star Apartment with overall Rating 3.4 Out of 5 where  4.4/5 for Location &  4.2/5 for Value for Money &  4.2/5 for Check-in Experience . Top Facilities of this Apartment are Caretaker & Living Room & Free Wi-Fi. "
198,Candolim Glitter Sand Apartments,"₹ 1,577",YES,Candolim | 7-8 minutes walk from Candolim Beach,"Full Address of property is House no 658, Pintos waddo, opposite Leela Inn, Candolim, Goa View On Map This Apartment have 4.1 Out of 5 Rating where  5.0/5 for Check-in Experience &  5.0/5 for Host &  5.0/5 for Cleanliness . Key amenities of this property are Caretaker & Free Wi-Fi & Power Backup. "
199,Yellow Private Pool Villa - 3BHK | Caretaker | Wifi,"₹ 13,445",YES,Baga,"Location of the Villa is Baga View On Map (House No 131/12-A, Nagoa, Calangute, North Goa). It’s a 4 Star Villa with overall Rating 5.0 Out of 5 where  5.0/5 for Location &  5.0/5 for Amenities &  5.0/5 for Cleanliness . Top Facilities of this Villa are Kitchenette & Caretaker & Living Room. "
200,LITTLE STAR GUEST HOUSE,"₹ 1,806",YES,Arpora,Full Address of property is Opp Pizza Deliza mainath Bhatti Arpora Bardez Goa View On Map Key amenities of this property are Living Room.
201,CASA EUPHORIA APARTMENTS,₹ 829,NO,Calangute | 0 m from Calangute Beach,"Location of the Homestay is Calangute View On Map (H.no 1 /1316, Near Villa Calangute Phase 4  14, Gauravaddo, Calangute, Goa). Top Facilities of this Homestay are Caretaker & Housekeeping & Air Conditioning. "
202,That Hobbit Home Avec Breakfast,"₹ 9,845",NO,Calangute | 2.5 km from Baga Beach,"This 4 Star Apartment in Goa is located in Calangute. Full Address of property is A202 - McGoa Holidays, Diwan Bhatti, Arpora Bardez Goa 403516
 View On Map Key amenities of this property are Living Room & Tours and Treks & Housekeeping. "
203,Half,"₹ 2,580",YES,Calangute | 1.5 km from Candolim Beach,Location of the Apart-hotel is Calangute View On Map (House No. 5Y No. 98/13B Gaura Waddo Calangute). It’s a 3 Star Apart-hotel with overall Rating 4.2 Out of 5 where  4.8/5 for Cleanliness &  4.6/5 for Value for Money &  4.6/5 for Amenities . Top Facilities of this Apart-hotel are Caretaker & Living Room & Power Backup.
204,Thyme Guest House | Entire BnB,"₹ 1,202",NO,Palolem | 4-5 minutes walk from Palolem Beach,"Full Address of property is House number 93, Ward number X, Thyme Bistro and Guest House, Behind Kopi Desa , Palolem Beach Road , Canacona, Goa View On Map This BnB have 4.0 Out of 5 Rating where  4.7/5 for Check-in Experience &  4.5/5 for Cleanliness &  4.4/5 for Washroom cleanliness . Key amenities of this property are Caretaker & Power Backup & Balcony/Terrace. "
205,Guellen House | Entire 1 BHK Apartment,"₹ 1,946",NO,Candolim | 5-6 minutes walk from Candolim Beach,"Location of the Apartment is Candolim View On Map (H no. 865/a, Camoti Vaddo, Candolim). It’s a 3 Star Apartment with overall Rating 4.5 Out of 5 where  5.0/5 for Host &  5.0/5 for Caretaker &  4.6/5 for Check-in Experience . Top Facilities of this Apartment are Caretaker & Living Room & Free Wi-Fi. "
206,White House Prime avec breakfast R2,"₹ 2,130",NO,Baga | 2-3 minutes walk from Baga Beach,"This 3 Star BnB in Goa is located in Baga. Full Address of property is H.no 13/A Vegas Vaddo, Arpora, Goa 403516 View On Map Key amenities of this property are Caretaker & Balcony/Terrace & Housekeeping. "
207,Ludo Private Pool Villa | WiFi-Caretaker-Parking | North Goa,"₹ 9,972",YES,Baga,"Location of the Villa is Baga View On Map (House No 131/12-A, Nagoa-Arpora,  403516, Baga, India). It’s a 4 Star Villa with overall Rating 4.3 Out of 5 where  5.0/5 for Amenities &  5.0/5 for Check-in Experience &  5.0/5 for Host . Top Facilities of this Villa are Caretaker & Living Room & Tours and Treks. "
208,Shivers Oasis Luxury Rooms,"₹ 2,402",YES,Candolim | 7-8 minutes walk from Candolim Beach,"This 3 Star BnB in Goa is located in Candolim. Full Address of property is H No 137/A, Lane Opp Kingfisher Villa, Fort Aguada Road, Dando View On Map This BnB have 4.2 Out of 5 Rating where  4.8/5 for Host responsiveness &  4.6/5 for Washroom cleanliness &  4.5/5 for Linen cleanliness . Key amenities of this property are Living Room & Free Wi-Fi & Power Backup. "
209,Daystar Ventures | Goa Junction Apartment,"₹ 1,575",YES,Vagator | 2.1 km from Vagator Beach,"Location of the Apartment is Vagator View On Map (House no Sy No 413/5, Bardez, Goa, Mapusa B 403509, Landmark Block B, Flat no 1575/18A, Anjuna). It’s a 3 Star Apartment with overall Rating 3.9 Out of 5 where  4.2/5 for Room &  4.1/5 for Value for Money &  4.1/5 for Location . Top Facilities of this Apartment are Caretaker & Living Room & Free Wi-Fi. "
210,Royale Holiday Villa - 4BHK | Calangute,"₹ 9,167",YES,Baga,"This 4 Star Villa in Goa is located in Baga. Full Address of property is A-2 Villa, Heritage Exotica Princes, Arpora, Baga, Goa - 403516. 
Landmark: Opp Mello Rosa Resort View On Map Key amenities of this property are Caretaker & Living Room & Tours and Treks. "
