,name,price,couple-friendly,location,description
74,4BHK Private Villa for Budget Group stay,"₹ 3,251",YES,North Goa,"Location of the Homestay is North Goa View On Map (H No. 206, Near Goverment School (Near Bhumika Temple) Sawantwada, Mandrem). It’s a 3 Star Homestay with overall Rating 4.6 Out of 5 where  5.0/5 for Food arrangement &  5.0/5 for Linen cleanliness &  5.0/5 for Caretaker . Top Facilities of this Homestay are Caretaker & Living Room & Free Parking. "
75,Shivam Bnb,₹ 592,NO,North Goa,"Full Address of property is No.202, Shivam Bnb, Sawantwada/ Satchebhatle, Mandrem, North Goa.
 View On Map This BnB have 4.1 Out of 5 Rating where  5.0/5 for Kitchen &  4.6/5 for Food &  4.4/5 for Caretaker . Key amenities of this property are Caretaker & Balcony/Terrace & Housekeeping. "
76,Lar Amorosa Boutique B&B | Rooms & Pool,"₹ 3,494",YES,North Goa,"Location of the BnB is North Goa View On Map (Barros Vaddo, Sangolda, Bardez ( North Goa ) 403511, India). It’s a 3 Star BnB with overall Rating 4.6 Out of 5 where  5.0/5 for Hospitality &  5.0/5 for Food &  5.0/5 for Washroom cleanliness . Top Facilities of this BnB are Caretaker & Free Wi-Fi & Power Backup. "
77,Goa Samundar Beach | Rooms & Caretaker,₹ 961,YES,Candolim | 5-6 minutes walk from Candolim Beach,Full Address of property is 243 / 1  Camotim Vaddo  Near Football Ground  Candolim Goa View On Map This Homestay have 3.1 Out of 5 Rating where  3.7/5 for Food &  3.6/5 for Kitchen &  3.6/5 for Caretaker . Key amenities of this property are Caretaker & Tours and Treks & Balcony/Terrace.
78,Orabella Villas & Suites | Caretaker & Restaurant,"₹ 4,138",YES,Calangute | 2-3 minutes walk from Calangute Beach,"Location of the Villa is Calangute View On Map (House no. 5/40, Maddo Vaddo, Calangute Bardez ). It’s a 3 Star Villa with overall Rating 4.1 Out of 5 where  4.7/5 for Hospitality &  4.3/5 for Room &  4.2/5 for Cleanliness . Top Facilities of this Villa are Power Backup & Free Wi-Fi & Restaurant. "
79,Home Stay in Candolim GOA,₹ 979,YES,Candolim | 7-8 minutes walk from Candolim Beach,Full Address of property is 1141 Arardi Vaddo Candolim View On Map This Villa have 2.2 Out of 5 Rating where  4.3/5 for Security &  2.4/5 for Check-in Experience &  2.4/5 for Value for Money . Key amenities of this property are Housekeeping & Air Conditioning & 24-hour Room Service.
80,Vista Praia Beach Cottages | Rooms & Wi-Fi,"₹ 4,468",YES,Anjuna | 2-3 minutes walk from Anjuna Beach,"Location of the Cottage is Anjuna View On Map (Goenkar Vaddo, Near Flea Market, Anjuna, Bardez, Goa). Top Facilities of this Cottage are Cafe & Power Backup & Free Wi-Fi. "
81,Treehouse Blue Serviced Apartments And Hotel,"₹ 4,000",YES,Majorda | 2.4 km from Utorda Beach,"This 4 Star Apart-hotel in Goa is located in Majorda. Full Address of property is Curilo Waddo, Majorda,Salcete, Near Mother of God Church, Dongorim, Majorda View On Map This Apart-hotel have 4.1 Out of 5 Rating where  4.2/5 for Child friendliness &  4.2/5 for Room &  4.2/5 for Hospitality . Key amenities of this property are Free Wi-Fi & Power Backup & Free Parking. "
82,The Bodhi Village,₹ 564,NO,Mandrem Beach | 4-5 minutes walk from Mandrem Beach,"Location of the Cottage is Mandrem Beach View On Map (The Bodhi Village - Opposite Karthick resort, Junaswaddo , Mandrem Beach , Goa - 403527). Top Facilities of this Cottage are Caretaker & Cafe & Free Wi-Fi. "
83,Jungle Hut- Annabelles Beach Apartments at Bernard Simao Calangute,"₹ 1,552",NO,Candolim | 4-5 minutes walk from Candolim Beach,Full Address of property is Bernard Simao Beach Resort Candolim Calangute View On Map This Apartment have 5.0 Out of 5 Rating where  5.0/5 for Location &  5.0/5 for Cleanliness &  5.0/5 for Value for Money . Key amenities of this property are Caretaker & Living Room & Free Wi-Fi.
84,Xec Residency,"₹ 1,380",YES,Margao,"Location of the Apart-hotel is Margao View On Map (XEC Residency, #2455, 23/24, Gogol, Margao). Top Facilities of this Apart-hotel are Caretaker & Living Room & Free Wi-Fi. "
85,Riviera Sapphire Siolim | Entire Apartment,"₹ 2,998",YES,Siolim,"Full Address of property is House No APPT, Riviera, Bamanwado View On Map This Apartment have 3.9 Out of 5 Rating where  5.0/5 for Location &  5.0/5 for Kitchen &  5.0/5 for Cleanliness . Key amenities of this property are Caretaker & Living Room & Power Backup. "
86,THE TURQUOIISE HOUSE,₹ 885,YES,Morjim | 5-6 minutes walk from Morjim Beach,"Location of the Homestay is Morjim View On Map (House No 747, New Wada, Ashwem Morjim Road, Morjim). Top Facilities of this Homestay are Free Wi-Fi. "
87,"Sun-kissed Holidays, Vagator, Goa- Aqua Marina","₹ 4,046",YES,Calangute | 2-3 minutes walk from Calangute Beach,"This 3 Star Cottage in Goa is located in Calangute. Full Address of property is B/501, Vaddy Siolim, Goveia Marina, 403517 Siolim, India View On Map Key amenities of this property are Caretaker & Living Room & Housekeeping. "
88,The Hangout,"₹ 1,366",YES,Arambol Beach | 2.5 km from Mandrem Beach,"Location of the Beach Hut is Arambol Beach View On Map (Girkarwada Harmal, Goa - 403512). Top Facilities of this Beach Hut are Bonfire & Free Parking & Barbeque. "
89,The White Ocean Villa 3BHK Private Pool Villa,"₹ 5,869",NO,Calangute | 2-3 minutes walk from Calangute Beach,"This 3 Star Villa in Goa is located in Calangute. Full Address of property is Tivai Vaddo Calangute, goa View On Map This Villa have 2.8 Out of 5 Rating where  4.2/5 for Location &  3.9/5 for Value for Money &  3.9/5 for Check-in Experience . Key amenities of this property are Living Room & Housekeeping & Air Conditioning. "
90,La Quinta Goa Service Apartments (Stay to Unwind),"₹ 2,302",YES,Baga,"Location of the Apartment is Baga View On Map (APT NO 77/1-7, SYNO 27/1-C-2, 403516). It’s a 3 Star Apartment with overall Rating 4.0 Out of 5 where  4.7/5 for Room &  4.1/5 for Check-in Experience &  4.1/5 for Child friendliness . Top Facilities of this Apartment are Caretaker & Living Room & Power Backup. "
91,Rudraksha Holiday Home | Rooms & Barbeque,"₹ 1,626",NO,Candolim | 4-5 minutes walk from Candolim Beach,"This 3 Star Homestay in Goa is located in Candolim. Full Address of property is 835/A, Camotim Vaddo, Near Pond, Candolim, Bardez, Goa View On Map This Homestay have 4.2 Out of 5 Rating where  4.6/5 for Check-in Experience &  4.5/5 for Linen cleanliness &  4.4/5 for Location . Key amenities of this property are Free Wi-Fi & Power Backup & Housekeeping. "
92,Fabulous 1BHK With Wi-Fi Near Baga Beach,"₹ 1,908",NO,Calangute,"Location of the Apartment is Calangute View On Map (166/3, Nagoa, Grand Morrod, Saligao, Goa 403511, India). Top Facilities of this Apartment are Living Room & Balcony/Terrace & Housekeeping. "
93,Beautiful villa in Assagao,"₹ 6,013",YES,Assagao,"Full Address of property is Villa 1A,Bouta Waddo,Assagao,Goa 403507 View On Map Key amenities of this property are Kitchenette & Power Backup & Free Wi-Fi. "
94,Hotel Vaggi's Place,"₹ 1,116",YES,Baga | 2.5 km from Baga Beach,"Location of the Holiday Home is Baga View On Map (H.No: 477/3, Sankwadi, Near Park Regis, Arpora, Bardez, Goa). Top Facilities of this Holiday Home are Caretaker & Power Backup & Housekeeping. "
95,Riviera Hermitage Pool and Garden View,"₹ 2,920",NO,Arpora,"This 4 Star Apartment in Goa is located in Arpora. Full Address of property is Riviera Hermitage, Arpora, Goa, India View On Map This Apartment have 4.0 Out of 5 Rating where  5.0/5 for Child friendliness &  5.0/5 for Hospitality &  4.0/5 for Location . Key amenities of this property are Living Room. "
96,Shelter Guest House | Rooms & Wi-Fi,₹ 956,YES,Candolim | 7-8 minutes walk from Candolim Beach,"Location of the Apartment is Candolim View On Map (Shelter Guest House, H.No. 528/A, Vaddy Vaddo, Candolim, Bardez, North Goa). It’s a 3 Star Apartment with overall Rating 4.1 Out of 5 where  4.7/5 for Linen cleanliness &  4.6/5 for Hospitality &  4.6/5 for Location . Top Facilities of this Apartment are Caretaker & Power Backup & Paid Airport Transfers. "
97,Wild Berry Resort | Rooms & Restaurant,"₹ 3,198",YES,South Goa | 2.4 km from Agonda Beach,"This 3 Star Cottage in Goa is located in South Goa. Full Address of property is HO. NO  592/F AgondESHWAR TEAMPLE Road, Agonda, Canacona View On Map This Cottage have 3.9 Out of 5 Rating where  4.2/5 for Host responsiveness &  4.0/5 for Cleanliness &  4.0/5 for Location . Key amenities of this property are Power Backup & Free Wi-Fi & Restaurant. "
98,Soneca Cola Beach,"₹ 4,106",YES,Cola Beach,"Location of the Camp is Cola Beach View On Map (C/O Savio Messias, Cola Panchayat, Cannacona Goa). It’s a 3 Star Camp with overall Rating 4.4 Out of 5 where  5.0/5 for Room &  4.4/5 for Host &  4.4/5 for Location . Top Facilities of this Camp are Power Backup & Housekeeping & Free Parking. "
99,Jolan Guest House | Rooms & Kitchen,"₹ 1,494",NO,Bogomallo Beach | 2-3 minutes walk from Bogmalo Beach,"This 3 Star Homestay in Goa is located in Bogomallo Beach. Full Address of property is next to bogmallo beach resort, bogmallo beach goa View On Map This Homestay have 3.7 Out of 5 Rating where  4.4/5 for Host &  4.4/5 for Location &  4.3/5 for Food arrangement . Key amenities of this property are Free Wi-Fi & Free Parking & Housekeeping. "
100,Anand Yoga Village Palolem,₹ 593,YES,Palolem | 4-5 minutes walk from Palolem Beach,"Location of the Cottage is Palolem View On Map (survey no. 102/4, Ourem, Palolem, Cancona-Goa, village Nagorcem Palolem, Taluka Canacona Goa, South Goa, 403702). Top Facilities of this Cottage are Cafe & Free Wi-Fi & Restaurant. "
101,"La Maison Fontainhas, Goa, ama Stays & Trails","₹ 6,420",NO,31st january road | 1.1 km from Immaculate Conception Church,"This 5 Star Villa in Goa is located in 31st january road. Full Address of property is 5/158, Near St. Sebastian Chapel
Fontainhas, Mala
Panaji, Goa View On Map This Villa have 3.7 Out of 5 Rating where  4.6/5 for Room &  4.5/5 for Location &  4.4/5 for Caretaker . Key amenities of this property are Living Room & Power Backup & Free Wi-Fi. "
102,Crystal Goa Turquoise Goa,"₹ 11,462",NO,Palolem | 2.2 km from Palolem Beach,Location of the Cottage is Palolem View On Map (House no.135 Patnem Beach Canacona Goa). Top Facilities of this Cottage are Power Backup & Air Conditioning.
103,Casa De Piscina by LivingStone,"₹ 28,623",YES,South Goa,"Full Address of property is 64, Dongrim, majorda beach road, Nuvem, Goa 403604 View On Map Key amenities of this property are Power Backup & Free Parking & Air Conditioning. "
104,cardozo holiday inn by JS,"₹ 1,124",NO,Calangute | 7-8 minutes walk from Calangute Beach,"Location of the Apart-hotel is Calangute View On Map (House no 5/77/4, Calangute, 403516, Landmark Maddo Vaddo). Top Facilities of this Apart-hotel are Caretaker & Air Conditioning & Safe. "
105,Saudades 1 BHK Homestay,"₹ 2,059",NO,Majorda | 2.0 km from Majorda Beach,"This 3 Star Homestay in Goa is located in Majorda. Full Address of property is 34/5, Calata, Majorda, Goa 403713 View On Map This Homestay have 4.4 Out of 5 Rating where  4.9/5 for Check-in Experience &  4.8/5 for Caretaker &  4.8/5 for Cleanliness . Key amenities of this property are Washing Machine & Elevator/Lift & Air Conditioning. "
106,Sunrise Guest House at Baga Beach,"₹ 1,120",NO,Baga | 30 m from Baga Beach,Location of the Homestay is Baga View On Map (Sunrise guest house near Baga Beach). Top Facilities of this Homestay are Living Room.
107,Comfort in stays Calangute,"₹ 2,711",YES,Calangute | 5-6 minutes walk from Calangute Beach,"Full Address of property is Azures Aquolim, Near Jambheshwar Temple, Calangute Goa 403515 View On Map This Apartment have 2.4 Out of 5 Rating where  3.3/5 for Kitchen &  2.9/5 for Food &  2.8/5 for Location . Key amenities of this property are Free Wi-Fi & Tours and Treks & Free Parking. "
108,RAYA VILLAS Goa,"₹ 8,758",YES,Calangute | 770 m from Calangute Beach,"Full Address of property is NO SY.NO. 22/5 ground floor, naika vaddo opposite aranya villas near HP gas agency, 403526 Calangute, View On Map Key amenities of this property are Living Room & Power Backup & Housekeeping. "
109,Altrude Villa | Rooms Near Beach,"₹ 1,271",NO,Candolim | 4-5 minutes walk from Candolim Beach,"Location of the Villa is Candolim View On Map (Beach road, candolim, Candolim, Goa, 403519). Top Facilities of this Villa are Tours and Treks & Free Wi-Fi & Housekeeping. "
110,"Beach View Studio Apartment, Palolem Beach","₹ 1,233",NO,Palolem | 2-3 minutes walk from Palolem Beach,"Full Address of property is Ourem Rd, opp. German Bakery, Mohanbagh, Palolem, Canacona, Goa 403702 View On Map This Apartment have 3.5 Out of 5 Rating where  4.4/5 for Room &  4.3/5 for Kitchen &  4.2/5 for Location . Key amenities of this property are Housekeeping & Air Conditioning. "
111,Sussegado by JS Aparment,"₹ 1,536",YES,Calangute | 4-5 minutes walk from Calangute Beach,"Location of the Homestay is Calangute View On Map (5/65, Maddo Vaddo, Calangute, Goa). Top Facilities of this Homestay are Air Conditioning. "
112,Goa Staycation 1 BHK Pool Apartment,"₹ 2,837",YES,Baga,"This 4 Star Apartment in Goa is located in Baga. Full Address of property is Aldeia Miraflor, Rosa Mainath Bhati, Calangute - Anjuna Road, Arpora, Opp Resort Mello, Bardez, Goa View On Map This Apartment have 4.4 Out of 5 Rating where  4.8/5 for Room &  4.7/5 for Caretaker &  4.7/5 for Hospitality . Key amenities of this property are Caretaker & Living Room & Power Backup. "
113,Enchanting Abode | Private Entrance to the Beach,"₹ 2,596",NO,Benaulim | 2-3 minutes walk from Benaulim Beach,"Location of the Apartment is Benaulim View On Map (Costas Montage, Benaulim, Goa 403716). Top Facilities of this Apartment are Caretaker & Living Room & Free Parking. "
114,Rofinos Cottages,"₹ 2,390",NO,North Goa,"This 4 Star Cottage in Goa is located in North Goa. Full Address of property is House number EHN No 1, Agni Vaddo, Guirim, Bardez, Goa - 403507 View On Map Key amenities of this property are Power Backup & Air Conditioning & Lawn. "
115,ROYAL PALM RESORT Private 1BHK Apartment,"₹ 2,136",YES,Benaulim | 1.2 km from Benaulim Beach,"Location of the Apartment is Benaulim View On Map (Karma Royal Palms Navelim,Goa-403716). Top Facilities of this Apartment are Living Room & Elevator/Lift & Air Conditioning. "
116,Pause By The Sea,"₹ 7,737",YES,Morjim | 4-5 minutes walk from Morjim Beach,"This 4 Star Cottage in Goa is located in Morjim. Full Address of property is 121/0, Temb Vado, near New Burger Factory, Morjim, View On Map This Cottage have 4.6 Out of 5 Rating where  4.6/5 for Check-in Experience &  4.5/5 for Cleanliness &  4.3/5 for Value for Money . Key amenities of this property are Tours and Treks & Cafe & Power Backup. "
117,Om Shanti Patnem | Beach Cottages & Rooms,"₹ 1,853",YES,Palolem | 2.2 km from Palolem Beach,Location of the Cottage is Palolem View On Map (Om Shanti Patnem Beach Goa). It’s a 3 Star Cottage with overall Rating 4.1 Out of 5 where  5.0/5 for Food &  5.0/5 for Kitchen &  4.7/5 for Location . Top Facilities of this Cottage are Living Room & Free Wi-Fi & Restaurant.
118,STAYMAKER Aryas Hyderabad 2 min walk to Baga Beach,"₹ 1,369",NO,Baga | 110 m from Baga Beach,"Full Address of property is Tito's lane, Saunta Vaddo, Baga, Goa View On Map This Apart-hotel have 3.0 Out of 5 Rating where . Key amenities of this property are Housekeeping. "
119,Aruba Morjim,"₹ 4,446",YES,Morjim | 5-6 minutes walk from Morjim Beach,"Location of the Apart-hotel is Morjim View On Map (Aruba Luxury Resort, Vithaldas Wada, back side Inn Morjim Hotel, near Bora Bora Cafe, Morjim, Tehsil - Pernem, District - North Goa). It’s a 3 Star Apart-hotel with overall Rating 4.2 Out of 5 where  5.0/5 for Wifi &  5.0/5 for Food &  5.0/5 for Caretaker . Top Facilities of this Apart-hotel are Power Backup & Tours and Treks & Housekeeping. "
120,Vitamin Sea Villas - 3BHK | Private Pool | Caretaker | Baga,"₹ 15,097",YES,Baga | 1.9 km from Baga Beach,"This 5 Star Villa in Goa is located in Baga. Full Address of property is Plot 77, Baga Creek Road, Landmark: Near La Sunila Suites View On Map Key amenities of this property are Caretaker & Living Room & Tours and Treks. "
121,Villa Barbosa-Luxury Studio-4,"₹ 2,351",YES,Benaulim | 1.9 km from Benaulim Beach,"Location of the Apartment is Benaulim View On Map (Villa Barbosa Barreto H.No. 60, Copel Waddo, Sernabatim, Colva. Goa-). It’s a 3 Star Apartment with overall Rating 4.6 Out of 5 where  4.8/5 for Host &  4.8/5 for Washroom cleanliness &  4.7/5 for Cleanliness . Top Facilities of this Apartment are Free Wi-Fi & Power Backup & Tours and Treks. "
122,Grand royal suites Benaulim,"₹ 1,057",NO,Benaulim | 2.3 km from Benaulim Beach,Full Address of property is Benaulim near qadar market View On Map This Homestay have 1.7 Out of 5 Rating where  3.0/5 for Kitchen &  3.0/5 for Food &  2.5/5 for Location . Key amenities of this property are Elevator/Lift & Air Conditioning.
